INPUT_TABLE
Variable ID
AgTech

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,apply.to,from.year,to.year,interpolation.function,CO2,share.weight
Africa,Pasture,PastureAEZ06,PastureAEZ06,share-weight,2005,9999,fixed,CO2,1
Latin America,Pasture,PastureAEZ06,PastureAEZ06,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Pasture,PastureAEZ06,PastureAEZ06,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Pasture,PastureAEZ06,PastureAEZ06,share-weight,2005,9999,fixed,CO2,1
Korea,Pasture,PastureAEZ06,PastureAEZ06,share-weight,2005,9999,fixed,CO2,1
India,Pasture,PastureAEZ06,PastureAEZ06,share-weight,2005,9999,fixed,CO2,1
USA,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Canada,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Western Europe,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Japan,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
China,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Middle East,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Africa,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Latin America,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
Korea,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
India,Rice,RiceAEZ06,RiceAEZ06,share-weight,2005,9999,fixed,CO2,1
USA,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Canada,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Western Europe,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Japan,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
China,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Middle East,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Latin America,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
Korea,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
India,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,share-weight,2005,9999,fixed,CO2,1
USA,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Canada,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Western Europe,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Japan,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
China,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Middle East,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Latin America,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
Korea,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
India,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,share-weight,2005,9999,fixed,CO2,1
USA,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Canada,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Western Europe,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Japan,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
China,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Middle East,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Africa,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Latin America,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
Korea,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
India,Wheat,WheatAEZ06,WheatAEZ06,share-weight,2005,9999,fixed,CO2,1
USA,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,biomass,miscanthusAEZ07,miscanthusAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
China,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,biomass,eucalyptusAEZ07,eucalyptusAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,biomass,eucalyptusAEZ07,eucalyptusAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
India,biomass,biomassAEZ07,biomassAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
China,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
India,Corn,CornAEZ07,CornAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
China,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
India,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
China,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
India,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
China,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
India,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
China,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
India,Forest,ForestAEZ07,ForestAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
China,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
India,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
China,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
India,OilCrop,OilCropAEZ07,OilCropAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
China,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
India,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
China,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
India,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
China,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
India,Pasture,PastureAEZ07,PastureAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
China,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
India,Rice,RiceAEZ07,RiceAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
China,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
India,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
China,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Middle East,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Africa,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Latin America,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
Korea,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
India,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,share-weight,2005,9999,fixed,CO2,1
USA,Wheat,WheatAEZ07,WheatAEZ07,share-weight,2005,9999,fixed,CO2,1
Canada,Wheat,WheatAEZ07,WheatAEZ07,share-weight,2005,9999,fixed,CO2,1
Western Europe,Wheat,WheatAEZ07,WheatAEZ07,share-weight,2005,9999,fixed,CO2,1
Japan,Wheat,WheatAEZ07,WheatAEZ07,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Wheat,WheatAEZ07,WheatAEZ07,share-weight,2005,9999,fixed,CO2,1
