INPUT_TABLE
Variable ID
LN3_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,UnmanagedLandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,2.8,6.9,2.8,6.9,49,0,0,Shrubland,AEZ13,Shrubland
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ13,Shrubland
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,3.3,6.9,3.3,6.9,43,0,0,Shrubland,AEZ13,Shrubland
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ13,Shrubland
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ13,Shrubland
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,8.1,20.1,8.1,20.1,50,0,0,UnmanagedForest,AEZ13,Forest
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,7.2,20.6,7.2,20.6,50,0,0,UnmanagedForest,AEZ13,Forest
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,8.1,20.6,8.1,20.6,50,0,0,UnmanagedForest,AEZ13,Forest
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,5.2,20.6,5.2,20.6,50,0,0,UnmanagedForest,AEZ13,Forest
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,5.8,20.5,5.8,20.5,50,0,0,UnmanagedForest,AEZ13,Forest
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,10.5,14,10.5,14,41,0,0,UnmanagedForest,AEZ13,Forest
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,9,20.6,9,20.6,50,0,0,UnmanagedForest,AEZ13,Forest
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,14,9.8,14,9.8,35,0,0,UnmanagedForest,AEZ13,Forest
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0.7,12.5,0.7,12.5,10,0,0,Grassland,AEZ14,Grassland
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1.9,10.5,1.9,10.5,23,0,0,Grassland,AEZ14,Grassland
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0.9,12.2,0.9,12.2,12,0,0,Grassland,AEZ14,Grassland
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1.6,11.1,1.6,11.1,19,0,0,Grassland,AEZ14,Grassland
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0.9,12.2,0.9,12.2,12,0,0,Grassland,AEZ14,Grassland
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0.7,12.5,0.7,12.5,10,0,0,Grassland,AEZ14,Grassland
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0.7,12.5,0.7,12.5,10,0,0,Grassland,AEZ14,Grassland
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0.7,12.5,0.7,12.5,10,0,0,Grassland,AEZ14,Grassland
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.3,10,0.3,10,1,0,0,OtherArableLand,AEZ14,Cropland
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,4.1,6.9,4.1,6.9,34,0,0,Shrubland,AEZ14,Shrubland
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,3.6,6.9,3.6,6.9,40,0,0,Shrubland,AEZ14,Shrubland
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ14,Shrubland
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,3.4,6.9,3.4,6.9,42,0,0,Shrubland,AEZ14,Shrubland
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ14,Shrubland
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,2.8,6.9,2.8,6.9,49,0,0,Shrubland,AEZ14,Shrubland
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ14,Shrubland
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ14,Shrubland
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,7,20.3,7,20.3,50,0,0,UnmanagedForest,AEZ14,Forest
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,6.4,20.6,6.4,20.6,50,0,0,UnmanagedForest,AEZ14,Forest
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,6.3,20.5,6.3,20.5,50,0,0,UnmanagedForest,AEZ14,Forest
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,6,20.6,6,20.6,50,0,0,UnmanagedForest,AEZ14,Forest
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,5.8,20.3,5.8,20.3,50,0,0,UnmanagedForest,AEZ14,Forest
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,9.1,15.7,9.1,15.7,43,0,0,UnmanagedForest,AEZ14,Forest
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,10,18.4,10,18.4,50,0,0,UnmanagedForest,AEZ14,Forest
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,9,20.6,9,20.6,50,0,0,UnmanagedForest,AEZ14,Forest
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,2.3,9.9,2.3,9.9,27,0,0,Grassland,AEZ15,Grassland
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0.8,13.6,0.8,13.6,12,0,0,Grassland,AEZ15,Grassland
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ15,Grassland
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,2,10.8,2,10.8,24,0,0,Grassland,AEZ15,Grassland
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1.3,12.6,1.3,12.6,16,0,0,Grassland,AEZ15,Grassland
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0,0,0,0,0,0,0,Grassland,AEZ15,Grassland
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0,0,0,0,0,0,0,Grassland,AEZ15,Grassland
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0.8,13.9,0.8,13.9,11,0,0,Grassland,AEZ15,Grassland
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0,0,0,0,0,0,0,Grassland,AEZ15,Grassland
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.3,11,0.3,11,1,0,0,OtherArableLand,AEZ15,Cropland
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ15,Shrubland
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,3.8,6.9,3.8,6.9,37,0,0,Shrubland,AEZ15,Shrubland
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ15,Shrubland
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ15,Shrubland
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,3.1,6.9,3.1,6.9,46,0,0,Shrubland,AEZ15,Shrubland
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ15,Shrubland
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,2.9,6.9,2.9,6.9,48,0,0,Shrubland,AEZ15,Shrubland
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,2.8,6.9,2.8,6.9,49,0,0,Shrubland,AEZ15,Shrubland
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,7.1,20.5,7.1,20.5,50,0,0,UnmanagedForest,AEZ15,Forest
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,7.8,20.5,7.8,20.5,50,0,0,UnmanagedForest,AEZ15,Forest
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,8.6,20.5,8.6,20.5,50,0,0,UnmanagedForest,AEZ15,Forest
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,10.2,18.3,10.2,18.3,50,0,0,UnmanagedForest,AEZ15,Forest
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,9.4,19.8,9.4,19.8,50,0,0,UnmanagedForest,AEZ15,Forest
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,7,20.6,7,20.6,50,0,0,UnmanagedForest,AEZ15,Forest
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,5.8,20.4,5.8,20.4,50,0,0,UnmanagedForest,AEZ15,Forest
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,0,0,0,0,0,0,0,UnmanagedForest,AEZ15,Forest
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,0,0,0,0,0,0,0,UnmanagedForest,AEZ15,Forest
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,5.9,19.7,5.9,19.7,49,0,0,UnmanagedForest,AEZ15,Forest
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,11.9,14.4,11.9,14.4,44,0,0,UnmanagedForest,AEZ15,Forest
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,8.9,18.6,8.9,18.6,50,0,0,UnmanagedForest,AEZ15,Forest
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,0,0,0,0,0,0,0,UnmanagedForest,AEZ15,Forest
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,14.4,12.5,14.4,12.5,43,0,0,UnmanagedForest,AEZ15,Forest
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ16,Grassland
