model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Linkages,SSP5_v5_120504,CAN,GDP|PPP,billion US$2005/yr,998,1132,1202,1345,1497,1656,1878,2176,2554,3005,3525,4108,4764,5525,6406,7408,8525,9761,11127,12652,14346
OECD Env-Linkages,SSP5_v5_120504,CHE,GDP|PPP,billion US$2005/yr,249,266,294,319,344,370,398,431,471,520,575,639,710,795,897,1015,1150,1301,1468,1653,1861
OECD Env-Linkages,SSP5_v5_120504,CHL,GDP|PPP,billion US$2005/yr,162,198,233,295,359,431,514,608,714,830,953,1080,1213,1356,1505,1659,1817,1979,2140,2297,2446
OECD Env-Linkages,SSP5_v5_120504,CHN,GDP|PPP,billion US$2005/yr,3367,5363,9121,14189,22994,34017,46215,58247,69360,79431,87684,93877,98683,102205,104660,106215,107365,108126,108723,109108,109086
OECD Env-Linkages,SSP5_v5_120504,CIV,GDP|PPP,billion US$2005/yr,30,30,34,41,59,95,152,237,358,523,742,1023,1371,1787,2267,2818,3425,4085,4788,5516,6259
OECD Env-Linkages,SSP5_v5_120504,CMR,GDP|PPP,billion US$2005/yr,29,35,40,50,65,90,128,184,264,374,523,719,970,1280,1651,2086,2584,3138,3743,4386,5055
OECD Env-Linkages,SSP5_v5_120504,COD,GDP|PPP,billion US$2005/yr,13,16,21,28,41,66,112,191,319,519,823,1265,1881,2703,3758,5067,6646,8489,10585,12872,15321
OECD Env-Linkages,SSP5_v5_120504,COG,GDP|PPP,billion US$2005/yr,10,12,15,21,28,42,60,85,117,159,211,276,356,449,556,679,813,961,1120,1287,1460
OECD Env-Linkages,SSP5_v5_120504,COL,GDP|PPP,billion US$2005/yr,263,314,393,491,583,680,820,998,1209,1455,1740,2066,2431,2835,3275,3748,4279,4850,5456,6091,6748
OECD Env-Linkages,SSP5_v5_120504,COM,GDP|PPP,billion US$2005/yr,1,1,1,1,1,2,2,4,6,9,14,21,31,44,61,82,107,137,171,210,253
OECD Env-Linkages,SSP5_v5_120504,CPV,GDP|PPP,billion US$2005/yr,1,1,2,2,3,5,6,9,11,14,17,20,23,26,29,31,34,37,39,42,44
OECD Env-Linkages,SSP5_v5_120504,CRI,GDP|PPP,billion US$2005/yr,32,39,48,59,73,89,109,133,159,187,218,249,283,318,354,392,432,472,511,548,585
OECD Env-Linkages,SSP5_v5_120504,CYP,GDP|PPP,billion US$2005/yr,16,19,21,23,26,29,34,40,47,53,60,68,75,83,92,101,110,119,129,139,150
OECD Env-Linkages,SSP5_v5_120504,CZE,GDP|PPP,billion US$2005/yr,178,218,249,282,324,376,440,513,592,677,775,885,1009,1157,1329,1520,1731,1963,2219,2503,2819
OECD Env-Linkages,SSP5_v5_120504,DEU,GDP|PPP,billion US$2005/yr,2492,2562,2727,2962,3166,3377,3600,3883,4262,4705,5198,5760,6422,7185,8086,9132,10306,11602,13031,14612,16400
OECD Env-Linkages,SSP5_v5_120504,DJI,GDP|PPP,billion US$2005/yr,1,1,2,2,3,5,7,11,15,21,29,38,48,60,72,86,101,116,132,148,165
OECD Env-Linkages,SSP5_v5_120504,DNK,GDP|PPP,billion US$2005/yr,169,180,180,193,206,221,241,263,291,325,366,414,468,532,609,702,811,937,1078,1240,1425
OECD Env-Linkages,SSP5_v5_120504,DOM,GDP|PPP,billion US$2005/yr,50,59,83,109,145,187,234,285,340,398,458,523,594,671,752,836,924,1017,1113,1208,1302
OECD Env-Linkages,SSP5_v5_120504,DZA,GDP|PPP,billion US$2005/yr,186,236,267,313,368,435,520,632,781,964,1179,1429,1718,2054,2424,2813,3213,3645,4126,4653,5216
OECD Env-Linkages,SSP5_v5_120504,ECU,GDP|PPP,billion US$2005/yr,68,88,106,127,149,184,231,292,365,451,550,666,800,948,1109,1282,1464,1656,1856,2058,2257
OECD Env-Linkages,SSP5_v5_120504,EGY,GDP|PPP,billion US$2005/yr,280,333,460,555,741,998,1351,1803,2345,2963,3645,4398,5213,6065,6922,7779,8667,9595,10559,11538,12504
OECD Env-Linkages,SSP5_v5_120504,ERI,GDP|PPP,billion US$2005/yr,2,3,3,3,4,5,7,11,17,26,41,62,92,134,187,253,332,428,538,660,793
OECD Env-Linkages,SSP5_v5_120504,ESP,GDP|PPP,billion US$2005/yr,1012,1189,1242,1319,1404,1512,1658,1841,2058,2312,2622,2967,3353,3793,4282,4819,5412,6076,6834,7706,8687
OECD Env-Linkages,SSP5_v5_120504,EST,GDP|PPP,billion US$2005/yr,16,22,22,28,32,36,42,47,54,61,68,76,85,97,111,126,142,161,182,207,236
OECD Env-Linkages,SSP5_v5_120504,ETH,GDP|PPP,billion US$2005/yr,35,47,77,106,149,220,335,511,775,1156,1687,2396,3295,4382,5646,7108,8715,10462,12311,14215,16152
OECD Env-Linkages,SSP5_v5_120504,FIN,GDP|PPP,billion US$2005/yr,141,161,170,189,208,230,256,284,317,354,395,443,498,565,645,738,843,962,1095,1249,1426
OECD Env-Linkages,SSP5_v5_120504,FJI,GDP|PPP,billion US$2005/yr,3,4,3,4,4,5,6,7,9,11,14,17,20,24,27,31,35,39,44,49,53
OECD Env-Linkages,SSP5_v5_120504,FRA,GDP|PPP,billion US$2005/yr,1720,1859,1922,2069,2270,2526,2841,3222,3674,4202,4806,5502,6314,7260,8353,9607,11017,12617,14413,16447,18744
OECD Env-Linkages,SSP5_v5_120504,GAB,GDP|PPP,billion US$2005/yr,16,18,20,24,28,33,39,47,58,71,87,106,128,153,181,211,244,278,314,351,388
OECD Env-Linkages,SSP5_v5_120504,GBR,GDP|PPP,billion US$2005/yr,1711,1972,2014,2189,2469,2784,3149,3568,4069,4667,5354,6139,7047,8121,9392,10863,12529,14417,16547,18975,21730
OECD Env-Linkages,SSP5_v5_120504,GEO,GDP|PPP,billion US$2005/yr,11,16,20,26,35,45,55,66,78,89,99,109,120,134,148,161,173,187,202,218,235
OECD Env-Linkages,SSP5_v5_120504,GHA,GDP|PPP,billion US$2005/yr,20,26,36,52,70,97,139,201,287,406,567,778,1048,1381,1779,2240,2771,3374,4044,4766,5529
OECD Env-Linkages,SSP5_v5_120504,GIN,GDP|PPP,billion US$2005/yr,7,9,10,12,18,25,37,57,89,139,216,328,487,699,969,1308,1712,2188,2732,3336,3993
OECD Env-Linkages,SSP5_v5_120504,GMB,GDP|PPP,billion US$2005/yr,2,2,2,3,4,6,10,15,23,34,50,70,97,129,168,213,264,322,386,455,527
OECD Env-Linkages,SSP5_v5_120504,GNB,GDP|PPP,billion US$2005/yr,1,1,2,2,3,4,6,10,16,25,39,58,84,118,160,212,275,347,430,524,628
OECD Env-Linkages,SSP5_v5_120504,GNQ,GDP|PPP,billion US$2005/yr,5,15,22,26,30,36,42,48,54,63,74,87,102,119,138,159,180,203,226,249,272
OECD Env-Linkages,SSP5_v5_120504,GRC,GDP|PPP,billion US$2005/yr,222,270,274,264,299,345,402,469,545,629,724,834,960,1102,1264,1443,1639,1853,2088,2347,2628
OECD Env-Linkages,SSP5_v5_120504,GTM,GDP|PPP,billion US$2005/yr,44,52,62,72,89,116,160,224,315,444,621,855,1151,1510,1925,2394,2910,3467,4058,4662,5272
OECD Env-Linkages,SSP5_v5_120504,GUY,GDP|PPP,billion US$2005/yr,2,2,2,3,3,4,5,6,7,9,11,14,17,20,23,27,31,36,40,44,49
OECD Env-Linkages,SSP5_v5_120504,HKG,GDP|PPP,billion US$2005/yr,199,243,295,371,443,511,576,646,718,791,864,938,1012,1100,1200,1303,1409,1521,1639,1764,1898
OECD Env-Linkages,SSP5_v5_120504,HND,GDP|PPP,billion US$2005/yr,18,23,27,32,40,53,72,99,137,189,257,344,451,579,726,893,1074,1272,1480,1696,1916
OECD Env-Linkages,SSP5_v5_120504,HRV,GDP|PPP,billion US$2005/yr,55,68,71,79,90,102,115,129,141,152,163,173,183,193,204,214,224,234,245,255,264
OECD Env-Linkages,SSP5_v5_120504,HTI,GDP|PPP,billion US$2005/yr,10,10,10,14,20,29,44,65,95,135,187,255,341,446,569,708,863,1032,1216,1408,1606
OECD Env-Linkages,SSP5_v5_120504,HUN,GDP|PPP,billion US$2005/yr,140,171,170,184,207,235,268,306,347,393,446,507,576,657,750,856,977,1114,1266,1435,1623
OECD Env-Linkages,SSP5_v5_120504,IDN,GDP|PPP,billion US$2005/yr,559,705,930,1279,1859,2706,3817,5210,6865,8731,10791,13031,15424,17933,20495,23106,25778,28534,31353,34180,37027
OECD Env-Linkages,SSP5_v5_120504,IND,GDP|PPP,billion US$2005/yr,1769,2432,3653,5335,8089,12018,17277,23995,32066,41369,51760,63029,74909,87110,99265,111162,123160,135128,146944,158376,169477
OECD Env-Linkages,SSP5_v5_120504,IRL,GDP|PPP,billion US$2005/yr,127,162,161,179,199,222,249,280,317,357,405,462,530,610,705,811,931,1066,1221,1399,1602
OECD Env-Linkages,SSP5_v5_120504,IRN,GDP|PPP,billion US$2005/yr,490,644,790,950,1128,1339,1624,1984,2400,2837,3266,3690,4141,4630,5117,5570,5993,6425,6888,7379,7857
OECD Env-Linkages,SSP5_v5_120504,IRQ,GDP|PPP,billion US$2005/yr,112,83,102,166,250,313,413,552,691,851,1024,1217,1447,1736,2094,2535,3079,3718,4447,5259,6138
OECD Env-Linkages,SSP5_v5_120504,ISL,GDP|PPP,billion US$2005/yr,8,10,10,12,13,15,17,20,23,26,29,34,39,45,52,60,69,80,92,105,121
OECD Env-Linkages,SSP5_v5_120504,ISR,GDP|PPP,billion US$2005/yr,146,162,198,239,286,346,420,513,625,759,919,1110,1342,1621,1956,2353,2809,3342,3969,4708,5574
OECD Env-Linkages,SSP5_v5_120504,ITA,GDP|PPP,billion US$2005/yr,1578,1657,1641,1685,1759,1870,2035,2253,2525,2857,3255,3718,4250,4864,5557,6342,7234,8243,9374,10647,12113
OECD Env-Linkages,SSP5_v5_120504,JAM,GDP|PPP,billion US$2005/yr,17,19,19,21,25,28,32,36,41,46,50,54,59,63,68,73,80,87,94,102,110
OECD Env-Linkages,SSP5_v5_120504,JOR,GDP|PPP,billion US$2005/yr,17,23,31,37,45,58,78,105,142,189,247,315,397,491,595,708,826,952,1086,1228,1374
OECD Env-Linkages,SSP5_v5_120504,JPN,GDP|PPP,billion US$2005/yr,3630,3873,3899,4172,4649,5216,5773,6291,6777,7303,7861,8478,9155,9879,10668,11529,12435,13433,14542,15782,17164
OECD Env-Linkages,SSP5_v5_120504,KAZ,GDP|PPP,billion US$2005/yr,80,132,178,239,335,468,611,772,931,1062,1150,1214,1288,1384,1483,1568,1654,1749,1860,1980,2098
OECD Env-Linkages,SSP5_v5_120504,KEN,GDP|PPP,billion US$2005/yr,40,48,60,81,113,165,246,366,541,785,1119,1566,2154,2900,3819,4919,6220,7733,9458,11373,13463
OECD Env-Linkages,SSP5_v5_120504,KGZ,GDP|PPP,billion US$2005/yr,7,9,11,14,19,25,34,46,61,79,99,121,146,174,204,233,262,293,327,363,400
OECD Env-Linkages,SSP5_v5_120504,KHM,GDP|PPP,billion US$2005/yr,13,20,27,39,54,74,103,144,201,276,371,490,638,817,1029,1268,1523,1796,2091,2408,2740
OECD Env-Linkages,SSP5_v5_120504,KOR,GDP|PPP,billion US$2005/yr,880,1097,1321,1604,1938,2279,2609,2928,3236,3547,3858,4182,4488,4802,5164,5542,5936,6350,6774,7237,7741
OECD Env-Linkages,SSP5_v5_120504,KWT,GDP|PPP,billion US$2005/yr,74,110,125,159,187,216,255,309,376,439,498,548,592,631,668,706,752,805,864,921,975
OECD Env-Linkages,SSP5_v5_120504,LAO,GDP|PPP,billion US$2005/yr,7,10,14,21,29,39,53,72,97,130,170,219,276,341,415,497,583,671,764,862,965
OECD Env-Linkages,SSP5_v5_120504,LBN,GDP|PPP,billion US$2005/yr,32,39,53,63,76,92,111,134,158,183,207,232,255,278,300,322,341,361,380,399,418
OECD Env-Linkages,SSP5_v5_120504,LBR,GDP|PPP,billion US$2005/yr,0,1,2,2,3,6,9,16,27,44,71,111,168,245,343,465,613,787,988,1213,1459
OECD Env-Linkages,SSP5_v5_120504,LBY,GDP|PPP,billion US$2005/yr,66,81,100,71,82,96,112,129,144,158,169,180,189,196,201,203,207,224,256,299,353
OECD Env-Linkages,SSP5_v5_120504,LCA,GDP|PPP,billion US$2005/yr,1,1,1,2,2,2,3,3,4,5,6,7,8,10,11,13,14,16,18,20,22
OECD Env-Linkages,SSP5_v5_120504,LKA,GDP|PPP,billion US$2005/yr,57,70,95,131,186,259,347,441,531,612,683,748,808,861,899,919,937,960,987,1015,1038
OECD Env-Linkages,SSP5_v5_120504,LSO,GDP|PPP,billion US$2005/yr,2,2,3,4,5,7,10,14,19,27,37,50,66,85,106,131,158,186,216,247,279
OECD Env-Linkages,SSP5_v5_120504,LTU,GDP|PPP,billion US$2005/yr,33,49,51,62,70,75,82,90,98,107,115,121,129,139,150,161,172,184,196,210,225
OECD Env-Linkages,SSP5_v5_120504,LUX,GDP|PPP,billion US$2005/yr,27,32,35,39,44,50,55,61,67,74,82,90,99,109,121,134,149,166,184,204,227
OECD Env-Linkages,SSP5_v5_120504,LVA,GDP|PPP,billion US$2005/yr,20,30,29,35,41,47,54,60,67,72,77,81,86,91,97,101,106,112,118,124,130
OECD Env-Linkages,SSP5_v5_120504,MAC,GDP|PPP,billion US$2005/yr,10,17,32,42,51,58,64,69,74,77,80,81,84,88,93,98,104,110,117,124,131
OECD Env-Linkages,SSP5_v5_120504,MAR,GDP|PPP,billion US$2005/yr,85,108,137,175,227,299,396,523,675,853,1053,1273,1514,1776,2048,2320,2597,2880,3174,3483,3809
OECD Env-Linkages,SSP5_v5_120504,MDA,GDP|PPP,billion US$2005/yr,6,8,10,13,16,21,28,36,45,53,59,65,71,79,86,91,97,103,109,116,122
OECD Env-Linkages,SSP5_v5_120504,MDG,GDP|PPP,billion US$2005/yr,14,16,18,22,30,45,72,116,186,294,457,690,1009,1429,1963,2629,3419,4342,5395,6566,7848
OECD Env-Linkages,SSP5_v5_120504,MDV,GDP|PPP,billion US$2005/yr,1,1,2,2,2,3,4,5,7,9,12,15,18,22,26,31,35,39,44,49,53
OECD Env-Linkages,SSP5_v5_120504,MEX,GDP|PPP,billion US$2005/yr,1203,1297,1410,1683,1997,2401,2907,3503,4144,4835,5589,6375,7210,8105,9021,9959,10960,12007,13084,14139,15125
OECD Env-Linkages,SSP5_v5_120504,MKD,GDP|PPP,billion US$2005/yr,15,16,18,22,27,34,42,50,59,68,76,83,91,98,105,112,119,126,133,140,147
OECD Env-Linkages,SSP5_v5_120504,MLI,GDP|PPP,billion US$2005/yr,9,12,15,19,26,40,63,102,162,254,388,577,835,1167,1579,2064,2633,3290,4033,4854,5743
OECD Env-Linkages,SSP5_v5_120504,MLT,GDP|PPP,billion US$2005/yr,8,8,9,11,12,14,16,18,21,23,26,29,32,36,40,44,49,53,59,64,71
OECD Env-Linkages,SSP5_v5_120504,MMR,GDP|PPP,billion US$2005/yr,26,48,69,91,121,162,218,290,383,499,638,802,993,1212,1465,1744,2045,2376,2737,3128,3550
OECD Env-Linkages,SSP5_v5_120504,MNE,GDP|PPP,billion US$2005/yr,4,5,6,7,9,11,14,16,19,22,24,27,29,31,34,36,38,40,42,44,46
OECD Env-Linkages,SSP5_v5_120504,MNG,GDP|PPP,billion US$2005/yr,5,7,10,19,32,48,68,92,119,146,172,198,224,252,281,308,334,362,393,429,466
OECD Env-Linkages,SSP5_v5_120504,MOZ,GDP|PPP,billion US$2005/yr,9,14,20,29,44,68,106,166,257,395,599,889,1283,1798,2443,3247,4182,5255,6455,7756,9137
OECD Env-Linkages,SSP5_v5_120504,MRT,GDP|PPP,billion US$2005/yr,4,5,6,8,11,16,24,35,50,70,97,132,175,227,287,356,434,519,612,711,814
OECD Env-Linkages,SSP5_v5_120504,MUS,GDP|PPP,billion US$2005/yr,11,13,16,19,24,30,37,45,53,63,73,83,94,105,116,128,141,154,167,180,194
OECD Env-Linkages,SSP5_v5_120504,MWI,GDP|PPP,billion US$2005/yr,7,8,12,14,18,27,41,68,112,187,305,487,757,1140,1665,2358,3247,4368,5742,7361,9246
OECD Env-Linkages,SSP5_v5_120504,MYS,GDP|PPP,billion US$2005/yr,239,301,375,480,604,763,960,1191,1454,1750,2083,2454,2854,3275,3711,4173,4666,5185,5721,6260,6794
OECD Env-Linkages,SSP5_v5_120504,NAM,GDP|PPP,billion US$2005/yr,9,11,13,18,24,33,44,57,74,93,114,138,164,190,218,246,275,305,335,365,394
OECD Env-Linkages,SSP5_v5_120504,NER,GDP|PPP,billion US$2005/yr,7,8,10,15,22,36,61,106,181,303,495,780,1191,1744,2461,3367,4467,5779,7312,9064,11034
OECD Env-Linkages,SSP5_v5_120504,NGA,GDP|PPP,billion US$2005/yr,182,245,338,461,638,907,1314,1902,2718,3827,5317,7298,9881,13161,17215,22116,27969,34846,42800,51802,61836
OECD Env-Linkages,SSP5_v5_120504,NIC,GDP|PPP,billion US$2005/yr,11,13,14,17,22,29,39,53,71,93,120,152,191,236,287,344,407,474,546,620,695
OECD Env-Linkages,SSP5_v5_120504,NLD,GDP|PPP,billion US$2005/yr,537,573,615,657,707,763,826,897,984,1091,1215,1357,1519,1706,1926,2182,2474,2803,3170,3580,4038
OECD Env-Linkages,SSP5_v5_120504,NOR,GDP|PPP,billion US$2005/yr,196,219,228,253,282,308,343,381,418,458,507,569,643,734,845,976,1126,1298,1492,1712,1963
OECD Env-Linkages,SSP5_v5_120504,NPL,GDP|PPP,billion US$2005/yr,22,26,32,39,49,65,94,137,201,293,417,581,788,1040,1338,1682,2066,2492,2962,3463,4001
OECD Env-Linkages,SSP5_v5_120504,NZL,GDP|PPP,billion US$2005/yr,86,103,111,125,140,158,180,207,240,279,324,374,433,502,584,678,782,897,1026,1173,1338
OECD Env-Linkages,SSP5_v5_120504,OMN,GDP|PPP,billion US$2005/yr,43,51,68,83,99,119,142,169,197,227,258,298,341,385,426,464,502,541,580,618,651
OECD Env-Linkages,SSP5_v5_120504,PAK,GDP|PPP,billion US$2005/yr,267,340,420,515,678,948,1366,1971,2793,3847,5140,6679,8473,10507,12760,15139,17571,20055,22632,25322,28029
OECD Env-Linkages,SSP5_v5_120504,PAN,GDP|PPP,billion US$2005/yr,24,30,44,60,79,102,129,160,194,232,274,319,367,416,466,517,569,622,674,722,767
OECD Env-Linkages,SSP5_v5_120504,PER,GDP|PPP,billion US$2005/yr,143,176,249,332,448,595,773,980,1214,1472,1756,2067,2401,2753,3119,3491,3876,4271,4674,5069,5454
OECD Env-Linkages,SSP5_v5_120504,PHL,GDP|PPP,billion US$2005/yr,209,261,332,422,554,748,1014,1359,1788,2305,2914,3613,4396,5247,6145,7083,8062,9090,10138,11202,12277
OECD Env-Linkages,SSP5_v5_120504,PNG,GDP|PPP,billion US$2005/yr,10,11,15,22,35,57,92,142,209,297,407,542,700,879,1077,1290,1519,1757,2004,2250,2496
OECD Env-Linkages,SSP5_v5_120504,POL,GDP|PPP,billion US$2005/yr,452,526,660,776,903,1033,1172,1326,1485,1643,1802,1970,2159,2385,2647,2936,3245,3578,3949,4371,4858
OECD Env-Linkages,SSP5_v5_120504,PRT,GDP|PPP,billion US$2005/yr,216,225,231,231,249,272,300,330,365,403,449,501,560,627,704,794,895,1008,1135,1279,1441
OECD Env-Linkages,SSP5_v5_120504,PRY,GDP|PPP,billion US$2005/yr,20,23,30,38,48,65,89,121,162,213,274,346,431,529,637,756,882,1015,1154,1298,1442
OECD Env-Linkages,SSP5_v5_120504,PSE,GDP|PPP,billion US$2005/yr,10,9,11,15,23,35,54,81,119,168,231,306,394,496,610,737,878,1029,1190,1356,1526
OECD Env-Linkages,SSP5_v5_120504,QAT,GDP|PPP,billion US$2005/yr,38,57,136,194,234,258,263,261,260,260,261,267,277,291,308,325,342,360,378,398,415
OECD Env-Linkages,SSP5_v5_120504,ROU,GDP|PPP,billion US$2005/yr,154,203,234,277,341,419,509,603,696,786,874,958,1045,1130,1211,1283,1357,1432,1510,1586,1660
OECD Env-Linkages,SSP5_v5_120504,RUS,GDP|PPP,billion US$2005/yr,1260,1697,2010,2453,3075,3825,4712,5641,6484,7152,7630,8032,8523,9065,9562,9982,10407,10894,11471,12095,12730
OECD Env-Linkages,SSP5_v5_120504,RWA,GDP|PPP,billion US$2005/yr,5,8,11,15,22,34,54,85,131,199,296,429,608,838,1122,1463,1851,2293,2790,3330,3903
OECD Env-Linkages,SSP5_v5_120504,SAU,GDP|PPP,billion US$2005/yr,407,491,559,702,833,967,1171,1421,1725,2046,2361,2672,3011,3406,3850,4332,4832,5358,5923,6521,7130
OECD Env-Linkages,SSP5_v5_120504,SDN,GDP|PPP,billion US$2005/yr,48,62,88,99,125,162,222,316,452,646,914,1276,1750,2346,3067,3925,4908,6020,7253,8588,10000
OECD Env-Linkages,SSP5_v5_120504,SEN,GDP|PPP,billion US$2005/yr,14,18,22,27,37,53,77,114,169,247,355,500,689,922,1201,1525,1894,2308,2763,3249,3761
OECD Env-Linkages,SSP5_v5_120504,SGP,GDP|PPP,billion US$2005/yr,153,194,264,328,387,443,490,527,560,591,623,655,679,698,719,742,768,793,816,837,855
OECD Env-Linkages,SSP5_v5_120504,SLB,GDP|PPP,billion US$2005/yr,1,1,1,2,2,3,5,7,11,15,21,28,38,49,63,78,94,112,131,152,172
OECD Env-Linkages,SSP5_v5_120504,SLE,GDP|PPP,billion US$2005/yr,2,3,4,8,12,19,30,48,74,111,162,229,316,421,542,680,830,993,1164,1338,1515
OECD Env-Linkages,SSP5_v5_120504,SLV,GDP|PPP,billion US$2005/yr,31,34,37,44,53,65,82,103,129,161,197,238,284,336,395,458,524,596,671,749,829
OECD Env-Linkages,SSP5_v5_120504,SRB,GDP|PPP,billion US$2005/yr,49,63,74,90,110,134,161,190,218,246,273,299,326,353,377,401,427,454,481,507,531
OECD Env-Linkages,SSP5_v5_120504,STP,GDP|PPP,billion US$2005/yr,0,0,0,0,1,1,2,4,6,8,10,13,17,21,25,29,33,37,41,46,49
OECD Env-Linkages,SSP5_v5_120504,SUR,GDP|PPP,billion US$2005/yr,2,3,4,5,8,12,16,21,25,30,34,39,43,47,50,54,57,61,65,68,71
OECD Env-Linkages,SSP5_v5_120504,SVK,GDP|PPP,billion US$2005/yr,69,87,109,129,150,172,197,223,250,278,309,341,377,420,469,523,582,647,718,798,889
OECD Env-Linkages,SSP5_v5_120504,SVN,GDP|PPP,billion US$2005/yr,39,47,51,55,60,67,75,83,94,105,117,131,147,166,188,212,239,267,299,335,375
OECD Env-Linkages,SSP5_v5_120504,SWE,GDP|PPP,billion US$2005/yr,259,295,317,361,407,459,515,578,651,736,834,940,1061,1210,1386,1589,1817,2071,2358,2686,3065
OECD Env-Linkages,SSP5_v5_120504,SWZ,GDP|PPP,billion US$2005/yr,4,5,5,6,7,8,11,14,19,25,33,42,53,66,80,95,111,129,147,165,184
OECD Env-Linkages,SSP5_v5_120504,SYR,GDP|PPP,billion US$2005/yr,61,76,97,109,137,178,240,326,442,596,792,1033,1320,1655,2034,2458,2916,3407,3920,4453,5000
OECD Env-Linkages,SSP5_v5_120504,TCD,GDP|PPP,billion US$2005/yr,6,13,14,17,22,33,52,84,134,209,318,470,673,933,1249,1627,2058,2540,3065,3619,4191
OECD Env-Linkages,SSP5_v5_120504,TGO,GDP|PPP,billion US$2005/yr,4,5,5,7,9,13,19,28,42,61,88,124,170,227,296,375,466,566,675,790,911
OECD Env-Linkages,SSP5_v5_120504,THA,GDP|PPP,billion US$2005/yr,347,445,530,664,863,1126,1452,1830,2254,2722,3238,3802,4408,5058,5753,6498,7302,8157,9043,9948,10871
OECD Env-Linkages,SSP5_v5_120504,TJK,GDP|PPP,billion US$2005/yr,6,10,13,17,24,35,51,72,100,134,172,213,259,308,360,412,464,516,570,627,687
OECD Env-Linkages,SSP5_v5_120504,TKM,GDP|PPP,billion US$2005/yr,10,23,36,51,73,100,130,162,195,228,259,288,317,347,375,403,429,455,481,507,533
OECD Env-Linkages,SSP5_v5_120504,TON,GDP|PPP,billion US$2005/yr,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,4,5,5,6,7,8
OECD Env-Linkages,SSP5_v5_120504,TTO,GDP|PPP,billion US$2005/yr,18,26,31,35,39,43,48,53,59,63,68,73,79,86,92,97,103,110,117,124,131
OECD Env-Linkages,SSP5_v5_120504,TUN,GDP|PPP,billion US$2005/yr,52,65,81,100,133,174,226,288,356,429,502,576,651,730,809,884,957,1029,1102,1178,1256
OECD Env-Linkages,SSP5_v5_120504,TUR,GDP|PPP,billion US$2005/yr,625,781,912,1140,1357,1607,1914,2269,2668,3102,3571,4076,4606,5155,5711,6259,6830,7420,8023,8623,9201
OECD Env-Linkages,SSP5_v5_120504,TZA,GDP|PPP,billion US$2005/yr,29,40,56,78,119,194,316,508,797,1223,1833,2684,3834,5334,7231,9609,12430,15757,19614,23990,28876
OECD Env-Linkages,SSP5_v5_120504,UGA,GDP|PPP,billion US$2005/yr,19,26,38,52,76,116,180,284,447,694,1058,1579,2290,3223,4403,5871,7602,9612,11884,14380,17067
OECD Env-Linkages,SSP5_v5_120504,UKR,GDP|PPP,billion US$2005/yr,182,263,276,343,439,559,702,858,1017,1168,1306,1443,1588,1742,1891,2020,2148,2286,2438,2602,2769
OECD Env-Linkages,SSP5_v5_120504,URY,GDP|PPP,billion US$2005/yr,32,32,43,54,66,82,100,120,141,162,184,207,230,254,278,303,330,357,386,413,439
OECD Env-Linkages,SSP5_v5_120504,USA,GDP|PPP,billion US$2005/yr,11225,12622,13087,14833,17210,19645,22199,24944,28012,31579,35695,40484,46037,52551,60049,68681,78595,89676,102018,115855,131282
OECD Env-Linkages,SSP5_v5_120504,UZB,GDP|PPP,billion US$2005/yr,40,52,79,108,151,209,287,385,506,647,802,966,1143,1337,1545,1752,1950,2149,2359,2581,2812
OECD Env-Linkages,SSP5_v5_120504,VCT,GDP|PPP,billion US$2005/yr,1,1,1,1,1,1,2,2,2,3,4,4,5,6,6,7,8,9,10,10,11
OECD Env-Linkages,SSP5_v5_120504,VEN,GDP|PPP,billion US$2005/yr,233,264,312,353,399,449,503,587,703,852,1033,1247,1492,1766,2063,2381,2717,3073,3441,3816,4189
OECD Env-Linkages,SSP5_v5_120504,VNM,GDP|PPP,billion US$2005/yr,124,178,250,346,487,667,897,1184,1531,1929,2367,2837,3349,3928,4542,5160,5769,6401,7074,7770,8464
OECD Env-Linkages,SSP5_v5_120504,VUT,GDP|PPP,billion US$2005/yr,1,1,1,1,2,2,3,4,5,7,10,13,18,23,29,36,44,53,62,71,82
OECD Env-Linkages,SSP5_v5_120504,WSM,GDP|PPP,billion US$2005/yr,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,6,6,7,8,9
OECD Env-Linkages,SSP5_v5_120504,YEM,GDP|PPP,billion US$2005/yr,37,46,57,62,80,110,160,240,361,533,769,1084,1490,1996,2603,3300,4073,4927,5857,6847,7872
OECD Env-Linkages,SSP5_v5_120504,ZAF,GDP|PPP,billion US$2005/yr,336,406,474,567,688,868,1101,1376,1676,1994,2326,2674,3036,3401,3758,4115,4480,4852,5225,5594,5959
OECD Env-Linkages,SSP5_v5_120504,ZMB,GDP|PPP,billion US$2005/yr,10,13,18,26,41,67,109,175,273,414,614,895,1278,1787,2451,3296,4347,5650,7223,9060,11196
OECD Env-Linkages,SSP5_v5_120504,ZWE,GDP|PPP,billion US$2005/yr,8,6,5,6,7,10,15,23,37,58,90,136,198,279,382,506,653,819,1005,1209,1427
