Sector 31: Annual Survey of Manufactures: Geographic Area Statistics: Statistics for All Manufacturing by State: 2009 and 2008,,,,
"NOTE: For information on confidentiality protection, sampling error, nonsampling error, and definitions, see Survey Methodology.  For information on the ASM industry groupings, see Comparability. Data in this table represent those available when this report was created. Data may not be available for all NAICS industries or geographies. Detail items may not add to total due to independent rounding.
",,,,
Geographic Area Name,NAICS-based code,Meaning of NAICS-based code,Year,"Total value of shipments ($1,000)"
South Carolina,3324,"Boiler, tank, & shipping container mfg",2008,"572,273"
South Carolina,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"733,912"
South Carolina,3328,"Coating, engraving, heat treating, & allied activities",2008,"430,381"
South Carolina,3329,Other fabricated metal product mfg,2008,"2,883,225"
South Carolina,333,Machinery mfg,2008,"7,929,703"
South Carolina,3331,"Agriculture, construction, & mining machinery mfg",2008,"989,833"
South Carolina,3332,Industrial machinery mfg,2008,"179,792"
South Carolina,3333,Commercial & service industry machinery mfg,2008,"232,025"
South Carolina,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"641,176"
South Carolina,3335,Metalworking machinery mfg,2008,"491,425"
South Carolina,3336,"Engine, turbine, & power transmission equipment mfg",2008,"3,083,622"
South Carolina,3339,Other general purpose machinery mfg,2008,"2,311,830"
South Carolina,334,Computer & electronic product mfg,2008,"2,112,383"
South Carolina,3344,Semiconductor & other electronic component mfg,2008,"551,697"
South Carolina,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"419,983"
South Carolina,335,"Electrical equipment, appliance, & component mfg",2008,"4,538,261"
South Carolina,3352,Household appliance mfg,2008,D
South Carolina,3353,Electrical equipment mfg,2008,"1,552,312"
South Carolina,3359,Other electrical equipment & component mfg,2008,"2,178,072"
South Carolina,336,Transportation equipment mfg,2008,"16,390,387"
South Carolina,3361,Motor vehicle mfg,2008,D
South Carolina,3363,Motor vehicle parts mfg,2008,"6,859,903"
South Carolina,3364,Aerospace product & parts mfg,2008,"469,664"
South Carolina,3365,Railroad rolling stock mfg,2008,D
South Carolina,3366,Ship & boat building,2008,"525,009"
South Carolina,3369,Other transportation equipment mfg,2008,"1,957,707"
South Carolina,337,Furniture & related product mfg,2008,"606,086"
South Carolina,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"190,169"
South Carolina,339,Miscellaneous mfg,2008,"1,784,529"
South Carolina,3391,Medical equipment & supplies mfg,2008,"1,310,411"
South Carolina,3399,Other miscellaneous mfg,2008,"474,118"
South Dakota,31-33,Manufacturing,2008,"14,181,194"
South Dakota,311,Food mfg,2008,"3,746,504"
South Dakota,3115,Dairy product mfg,2008,"1,109,378"
South Dakota,3116,Animal  slaughtering & processing,2008,"1,690,915"
South Dakota,323,Printing & related support activities,2008,"199,752"
South Dakota,3231,Printing & related support activities,2008,"199,752"
South Dakota,325,Chemical mfg,2008,"1,881,261"
South Dakota,326,Plastics & rubber products mfg,2008,"416,602"
South Dakota,3261,Plastics product mfg,2008,D
South Dakota,327,Nonmetallic mineral product mfg,2008,"281,172"
South Dakota,3273,Cement & concrete product mfg,2008,"241,150"
South Dakota,332,Fabricated metal product mfg,2008,"902,164"
South Dakota,3323,Architectural & structural metals mfg,2008,"419,231"
South Dakota,333,Machinery mfg,2008,"1,678,619"
South Dakota,3331,"Agriculture, construction, & mining machinery mfg",2008,"638,996"
South Dakota,3339,Other general purpose machinery mfg,2008,"680,562"
South Dakota,334,Computer & electronic product mfg,2008,"1,064,186"
South Dakota,3344,Semiconductor & other electronic component mfg,2008,"376,722"
South Dakota,336,Transportation equipment mfg,2008,"729,884"
South Dakota,3362,Motor vehicle body & trailer mfg,2008,"311,971"
South Dakota,337,Furniture & related product mfg,2008,"305,340"
South Dakota,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"259,437"
South Dakota,339,Miscellaneous mfg,2008,"1,635,938"
South Dakota,3399,Other miscellaneous mfg,2008,D
Tennessee,31-33,Manufacturing,2008,"139,009,958"
Tennessee,311,Food mfg,2008,"17,723,753"
Tennessee,3112,Grain & oilseed milling,2008,"3,371,522"
Tennessee,3113,Sugar & confectionery product mfg,2008,"1,586,717"
Tennessee,3114,Fruit & vegetable preserving & specialty food mfg,2008,"1,762,769"
Tennessee,3115,Dairy product mfg,2008,"1,314,115"
Tennessee,3116,Animal  slaughtering & processing,2008,"3,315,375"
Tennessee,3118,Bakeries & tortilla mfg,2008,"3,238,589"
Tennessee,3119,Other food mfg,2008,"2,390,041"
Tennessee,312,Beverage & tobacco product mfg,2008,"4,608,430"
Tennessee,3121,Beverage mfg,2008,D
Tennessee,313,Textile mills,2008,"1,412,137"
Tennessee,3131,"Fiber, yarn, & thread mills",2008,"548,917"
Tennessee,3132,Fabric mills,2008,"712,041"
Tennessee,314,Textile product mills,2008,"970,274"
Tennessee,3141,Textile furnishings mills,2008,"270,892"
Tennessee,3149,Other textile product mills,2008,"699,382"
Tennessee,315,Apparel mfg,2008,D
Tennessee,3152,Cut & sew apparel mfg,2008,D
Tennessee,321,Wood product mfg,2008,"2,148,859"
Tennessee,3211,Sawmills & wood preservation,2008,"412,529"
Tennessee,3219,Other wood product mfg,2008,"1,562,303"
Tennessee,322,Paper mfg,2008,"5,553,416"
Tennessee,3221,"Pulp, paper, & paperboard mills",2008,"2,571,086"
Tennessee,3222,Converted paper product mfg,2008,"2,982,330"
Tennessee,323,Printing & related support activities,2008,"2,633,427"
Tennessee,3231,Printing & related support activities,2008,"2,633,427"
Tennessee,324,Petroleum & coal products mfg,2008,D
Tennessee,3241,Petroleum & coal products mfg,2008,D
Tennessee,325,Chemical mfg,2008,"14,905,029"
Tennessee,3251,Basic chemical mfg,2008,"6,925,435"
Tennessee,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"1,308,173"
Tennessee,3254,Pharmaceutical & medicine mfg,2008,"2,589,839"
Tennessee,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"1,775,345"
Tennessee,3259,Other chemical product & preparation mfg,2008,"1,591,733"
Tennessee,326,Plastics & rubber products mfg,2008,"6,565,459"
Tennessee,3261,Plastics product mfg,2008,"4,024,586"
Tennessee,3262,Rubber product mfg,2008,"2,540,873"
Tennessee,327,Nonmetallic mineral product mfg,2008,"3,009,023"
Tennessee,3271,Clay product & refractory mfg,2008,"348,700"
Tennessee,3272,Glass & glass product mfg,2008,"1,030,126"
Tennessee,3273,Cement & concrete product mfg,2008,"1,208,703"
Tennessee,3279,Other nonmetallic mineral product mfg,2008,"330,104"
Tennessee,331,Primary metal mfg,2008,"7,487,310"
Tennessee,3311,Iron & steel mills & ferroalloy mfg,2008,"1,383,806"
Tennessee,3313,Alumina & aluminum production & processing,2008,"3,309,914"
Tennessee,3314,Nonferrous metal (except aluminum) production & processing,2008,"1,079,991"
Tennessee,3315,Foundries,2008,"1,102,627"
Tennessee,332,Fabricated metal product mfg,2008,"7,799,836"
Tennessee,3321,Forging & stamping,2008,"724,447"
Tennessee,3322,Cutlery & handtool mfg,2008,"321,641"
Tennessee,3323,Architectural & structural metals mfg,2008,"1,858,385"
Tennessee,3324,"Boiler, tank, & shipping container mfg",2008,"622,555"
Tennessee,3325,Hardware mfg,2008,"335,272"
Tennessee,3326,Spring & wire product mfg,2008,"361,993"
Tennessee,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"842,153"
Tennessee,3328,"Coating, engraving, heat treating, & allied activities",2008,"296,066"
Tennessee,3329,Other fabricated metal product mfg,2008,"2,437,324"
Tennessee,333,Machinery mfg,2008,"9,348,894"
Tennessee,3331,"Agriculture, construction, & mining machinery mfg",2008,"1,908,466"
Tennessee,3332,Industrial machinery mfg,2008,"252,268"
Tennessee,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"3,355,384"
Tennessee,3335,Metalworking machinery mfg,2008,"513,708"
Tennessee,3336,"Engine, turbine, & power transmission equipment mfg",2008,"893,726"
Tennessee,3339,Other general purpose machinery mfg,2008,"1,841,833"
Tennessee,334,Computer & electronic product mfg,2008,"14,091,274"
Tennessee,3341,Computer & peripheral equipment mfg,2008,D
Tennessee,3344,Semiconductor & other electronic component mfg,2008,D
Tennessee,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"1,560,890"
Tennessee,335,"Electrical equipment, appliance, & component mfg",2008,"5,016,207"
Tennessee,3352,Household appliance mfg,2008,"2,869,955"
Tennessee,3353,Electrical equipment mfg,2008,"870,150"
Tennessee,3359,Other electrical equipment & component mfg,2008,"1,065,703"
Tennessee,336,Transportation equipment mfg,2008,"21,275,517"
Tennessee,3361,Motor vehicle mfg,2008,D
Tennessee,3362,Motor vehicle body & trailer mfg,2008,"597,327"
Tennessee,3363,Motor vehicle parts mfg,2008,"12,697,494"
Tennessee,3364,Aerospace product & parts mfg,2008,D
Tennessee,3366,Ship & boat building,2008,"1,156,642"
Tennessee,337,Furniture & related product mfg,2008,"2,110,060"
Tennessee,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"1,313,515"
Tennessee,3372,Office furniture (including fixtures) mfg,2008,"618,952"
Tennessee,339,Miscellaneous mfg,2008,"3,984,125"
Tennessee,3391,Medical equipment & supplies mfg,2008,"2,594,109"
Tennessee,3399,Other miscellaneous mfg,2008,"1,390,016"
Texas,31-33,Manufacturing,2008,"646,178,418"
Texas,311,Food mfg,2008,"39,313,520"
Texas,3111,Animal food mfg,2008,"2,927,004"
Texas,3112,Grain & oilseed milling,2008,"2,210,835"
Texas,3113,Sugar & confectionery product mfg,2008,"1,496,848"
Texas,3114,Fruit & vegetable preserving & specialty food mfg,2008,"2,388,821"
Texas,3115,Dairy product mfg,2008,"4,382,581"
Texas,3116,Animal  slaughtering & processing,2008,"16,809,924"
Texas,3118,Bakeries & tortilla mfg,2008,"3,347,564"
Texas,3119,Other food mfg,2008,"5,540,175"
Texas,312,Beverage & tobacco product mfg,2008,"7,315,937"
Texas,3121,Beverage mfg,2008,"7,288,239"
Texas,313,Textile mills,2008,"580,670"
Texas,3132,Fabric mills,2008,"400,417"
Texas,314,Textile product mills,2008,"846,555"
Texas,3141,Textile furnishings mills,2008,"396,990"
Texas,3149,Other textile product mills,2008,"449,565"
Texas,315,Apparel mfg,2008,"1,079,111"
Texas,3152,Cut & sew apparel mfg,2008,"985,973"
Texas,316,Leather & allied product mfg,2008,"443,740"
Texas,3162,Footwear mfg,2008,"260,988"
Texas,321,Wood product mfg,2008,"4,792,171"
Texas,3211,Sawmills & wood preservation,2008,"1,066,051"
Texas,3212,"Veneer, plywood, & engineered wood product mfg",2008,"978,492"
Texas,3219,Other wood product mfg,2008,"2,747,628"
Texas,322,Paper mfg,2008,"6,607,017"
Texas,3221,"Pulp, paper, & paperboard mills",2008,"1,797,785"
Texas,3222,Converted paper product mfg,2008,"4,809,232"
Texas,323,Printing & related support activities,2008,"4,711,627"
Texas,3231,Printing & related support activities,2008,"4,711,627"
Texas,324,Petroleum & coal products mfg,2008,"208,982,383"
Texas,3241,Petroleum & coal products mfg,2008,"208,982,383"
Texas,325,Chemical mfg,2008,"153,404,943"
Texas,3251,Basic chemical mfg,2008,"97,592,130"
Texas,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"39,777,630"
Texas,3253,"Pesticide, fertilizer, & other agricultural chemical mfg",2008,"1,317,357"
Texas,3254,Pharmaceutical & medicine mfg,2008,"3,453,200"
Texas,3255,"Paint, coating, & adhesive mfg",2008,"3,324,068"
Texas,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"3,781,101"
Texas,3259,Other chemical product & preparation mfg,2008,"4,159,457"
Texas,326,Plastics & rubber products mfg,2008,"13,102,933"
Texas,3261,Plastics product mfg,2008,"12,477,953"
Texas,3262,Rubber product mfg,2008,"624,980"
Texas,327,Nonmetallic mineral product mfg,2008,"10,817,084"
Texas,3271,Clay product & refractory mfg,2008,"860,161"
Texas,3272,Glass & glass product mfg,2008,"1,135,577"
Texas,3273,Cement & concrete product mfg,2008,"6,190,191"
Texas,3274,Lime & gypsum product mfg,2008,"589,901"
Texas,3279,Other nonmetallic mineral product mfg,2008,"2,041,254"
Texas,331,Primary metal mfg,2008,"18,773,298"
Texas,3311,Iron & steel mills & ferroalloy mfg,2008,"5,185,131"
Texas,3312,Steel product mfg from purchased steel,2008,"1,340,519"
Texas,3313,Alumina & aluminum production & processing,2008,"2,578,039"
Texas,3314,Nonferrous metal (except aluminum) production & processing,2008,"8,080,944"
Texas,3315,Foundries,2008,"1,588,665"
Texas,332,Fabricated metal product mfg,2008,"32,504,314"
Texas,3321,Forging & stamping,2008,"2,999,863"
Texas,3322,Cutlery & handtool mfg,2008,"263,417"
Texas,3323,Architectural & structural metals mfg,2008,"11,186,480"
Texas,3324,"Boiler, tank, & shipping container mfg",2008,"3,064,268"
Texas,3326,Spring & wire product mfg,2008,"730,566"
Texas,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"4,668,246"
Texas,3328,"Coating, engraving, heat treating, & allied activities",2008,"1,801,791"
Texas,3329,Other fabricated metal product mfg,2008,"7,568,715"
Texas,333,Machinery mfg,2008,"36,348,634"
Texas,3331,"Agriculture, construction, & mining machinery mfg",2008,"15,001,490"
Texas,3332,Industrial machinery mfg,2008,"4,905,487"
Texas,3333,Commercial & service industry machinery mfg,2008,"925,510"
Texas,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"5,172,418"
Texas,3335,Metalworking machinery mfg,2008,"501,718"
Texas,3336,"Engine, turbine, & power transmission equipment mfg",2008,"2,016,255"
Texas,3339,Other general purpose machinery mfg,2008,"7,825,756"
Texas,334,Computer & electronic product mfg,2008,"43,752,697"
Texas,3341,Computer & peripheral equipment mfg,2008,D
Texas,3342,Communications equipment mfg,2008,D
Texas,3344,Semiconductor & other electronic component mfg,2008,"10,604,817"
Texas,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"9,727,265"
Texas,335,"Electrical equipment, appliance, & component mfg",2008,"5,355,647"
Texas,3351,Electric lighting equipment mfg,2008,"586,143"
Texas,3352,Household appliance mfg,2008,"649,796"
Texas,3353,Electrical equipment mfg,2008,"2,494,364"
Texas,3359,Other electrical equipment & component mfg,2008,"1,625,344"
Texas,336,Transportation equipment mfg,2008,"45,554,635"
Texas,3361,Motor vehicle mfg,2008,"11,350,064"
Texas,3362,Motor vehicle body & trailer mfg,2008,"1,579,283"
Texas,3363,Motor vehicle parts mfg,2008,"3,631,401"
Texas,3364,Aerospace product & parts mfg,2008,"24,242,134"
Texas,3366,Ship & boat building,2008,D
Texas,3369,Other transportation equipment mfg,2008,D
Texas,337,Furniture & related product mfg,2008,"3,949,061"
Texas,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"2,111,211"
Texas,3372,Office furniture (including fixtures) mfg,2008,"1,094,284"
Texas,3379,Other furniture related product mfg,2008,"743,566"
Texas,339,Miscellaneous mfg,2008,"7,942,442"
Texas,3391,Medical equipment & supplies mfg,2008,"3,983,154"
Texas,3399,Other miscellaneous mfg,2008,"3,959,288"
Utah,31-33,Manufacturing,2008,"42,963,190"
Utah,311,Food mfg,2008,"6,223,468"
Utah,3114,Fruit & vegetable preserving & specialty food mfg,2008,"655,649"
Utah,3115,Dairy product mfg,2008,"2,068,923"
Utah,3116,Animal  slaughtering & processing,2008,"1,333,499"
Utah,3118,Bakeries & tortilla mfg,2008,"829,707"
Utah,321,Wood product mfg,2008,"396,537"
Utah,3219,Other wood product mfg,2008,"230,941"
Utah,322,Paper mfg,2008,"1,291,858"
Utah,3222,Converted paper product mfg,2008,"1,283,760"
Utah,323,Printing & related support activities,2008,"999,983"
Utah,3231,Printing & related support activities,2008,"999,983"
Utah,324,Petroleum & coal products mfg,2008,"6,823,042"
Utah,3241,Petroleum & coal products mfg,2008,"6,823,042"
Utah,325,Chemical mfg,2008,"2,654,392"
Utah,3254,Pharmaceutical & medicine mfg,2008,"1,222,194"
Utah,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"536,063"
Utah,326,Plastics & rubber products mfg,2008,"1,226,667"
Utah,3261,Plastics product mfg,2008,"1,147,525"
Utah,327,Nonmetallic mineral product mfg,2008,"1,100,732"
Utah,3273,Cement & concrete product mfg,2008,"585,901"
Utah,3279,Other nonmetallic mineral product mfg,2008,"358,431"
Utah,331,Primary metal mfg,2008,"4,114,715"
Utah,3314,Nonferrous metal (except aluminum) production & processing,2008,"2,975,894"
Utah,332,Fabricated metal product mfg,2008,"2,754,021"
Utah,3323,Architectural & structural metals mfg,2008,"1,243,584"
Utah,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"395,370"
Utah,3329,Other fabricated metal product mfg,2008,"500,370"
Utah,333,Machinery mfg,2008,"1,534,945"
Utah,3333,Commercial & service industry machinery mfg,2008,"270,644"
Utah,3339,Other general purpose machinery mfg,2008,"686,423"
Utah,334,Computer & electronic product mfg,2008,"4,757,196"
Utah,3344,Semiconductor & other electronic component mfg,2008,"2,292,084"
Utah,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"2,015,143"
Utah,335,"Electrical equipment, appliance, & component mfg",2008,"712,963"
Utah,336,Transportation equipment mfg,2008,"3,539,543"
Utah,3363,Motor vehicle parts mfg,2008,"1,341,895"
Utah,3364,Aerospace product & parts mfg,2008,D
Utah,337,Furniture & related product mfg,2008,"1,453,140"
Utah,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"987,627"
Utah,339,Miscellaneous mfg,2008,"2,939,184"
Utah,3391,Medical equipment & supplies mfg,2008,"1,552,465"
Utah,3399,Other miscellaneous mfg,2008,"1,386,719"
Vermont,31-33,Manufacturing,2008,"9,930,906"
Vermont,311,Food mfg,2008,"2,378,982"
Vermont,3115,Dairy product mfg,2008,"1,308,252"
Vermont,321,Wood product mfg,2008,"344,402"
Vermont,323,Printing & related support activities,2008,"178,097"
Vermont,3231,Printing & related support activities,2008,"178,097"
Vermont,325,Chemical mfg,2008,D
Vermont,326,Plastics & rubber products mfg,2008,"231,493"
Vermont,3261,Plastics product mfg,2008,D
Vermont,327,Nonmetallic mineral product mfg,2008,"307,470"
Vermont,332,Fabricated metal product mfg,2008,"411,453"
Vermont,333,Machinery mfg,2008,"791,279"
Vermont,3335,Metalworking machinery mfg,2008,"404,736"
Vermont,334,Computer & electronic product mfg,2008,"3,255,286"
Vermont,3344,Semiconductor & other electronic component mfg,2008,D
Vermont,3345,"Navigational, measuring, medical, & control instruments mfg",2008,D
Vermont,335,"Electrical equipment, appliance, & component mfg",2008,"432,978"
Vermont,3359,Other electrical equipment & component mfg,2008,"379,431"
Vermont,336,Transportation equipment mfg,2008,"313,913"
Vermont,3364,Aerospace product & parts mfg,2008,"195,111"
Vermont,339,Miscellaneous mfg,2008,"290,813"
Virginia,31-33,Manufacturing,2008,"91,030,348"
Virginia,311,Food mfg,2008,"11,411,745"
Virginia,3113,Sugar & confectionery product mfg,2008,D
Virginia,3115,Dairy product mfg,2008,"2,296,795"
Virginia,3116,Animal  slaughtering & processing,2008,"3,703,941"
Virginia,3118,Bakeries & tortilla mfg,2008,"1,620,312"
Virginia,3119,Other food mfg,2008,"1,652,281"
Virginia,312,Beverage & tobacco product mfg,2008,"11,397,157"
Virginia,3121,Beverage mfg,2008,D
Virginia,3122,Tobacco mfg,2008,D
Virginia,313,Textile mills,2008,"2,454,258"
Virginia,3131,"Fiber, yarn, & thread mills",2008,"318,356"
Virginia,3132,Fabric mills,2008,"1,939,692"
Virginia,314,Textile product mills,2008,"725,763"
Virginia,3141,Textile furnishings mills,2008,"433,436"
Virginia,3149,Other textile product mills,2008,"292,327"
Virginia,315,Apparel mfg,2008,D
Virginia,321,Wood product mfg,2008,"3,666,702"
Virginia,3211,Sawmills & wood preservation,2008,"1,168,088"
Virginia,3212,"Veneer, plywood, & engineered wood product mfg",2008,"863,779"
Virginia,3219,Other wood product mfg,2008,"1,634,835"
Virginia,322,Paper mfg,2008,"4,135,986"
Virginia,3221,"Pulp, paper, & paperboard mills",2008,"2,537,020"
Virginia,3222,Converted paper product mfg,2008,"1,598,966"
Virginia,323,Printing & related support activities,2008,"2,664,382"
Virginia,3231,Printing & related support activities,2008,"2,664,382"
Virginia,325,Chemical mfg,2008,"9,619,096"
Virginia,3251,Basic chemical mfg,2008,"1,697,036"
Virginia,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"2,046,754"
Virginia,3254,Pharmaceutical & medicine mfg,2008,"3,335,938"
Virginia,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"529,246"
Virginia,3259,Other chemical product & preparation mfg,2008,"1,080,539"
Virginia,326,Plastics & rubber products mfg,2008,"5,279,419"
Virginia,3261,Plastics product mfg,2008,"4,028,491"
Virginia,3262,Rubber product mfg,2008,"1,250,928"
Virginia,327,Nonmetallic mineral product mfg,2008,"2,750,446"
Virginia,3272,Glass & glass product mfg,2008,"452,818"
Virginia,3273,Cement & concrete product mfg,2008,"1,489,646"
Virginia,3279,Other nonmetallic mineral product mfg,2008,"600,757"
Virginia,331,Primary metal mfg,2008,"2,867,561"
Virginia,3311,Iron & steel mills & ferroalloy mfg,2008,"1,495,164"
Virginia,3315,Foundries,2008,"618,226"
Virginia,332,Fabricated metal product mfg,2008,"4,990,046"
Virginia,3323,Architectural & structural metals mfg,2008,"1,774,846"
Virginia,3324,"Boiler, tank, & shipping container mfg",2008,"1,369,193"
Virginia,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"712,539"
Virginia,3329,Other fabricated metal product mfg,2008,"615,282"
Virginia,333,Machinery mfg,2008,"5,119,485"
Virginia,3331,"Agriculture, construction, & mining machinery mfg",2008,"1,706,604"
Virginia,3332,Industrial machinery mfg,2008,"351,595"
Virginia,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"1,337,684"
Virginia,3339,Other general purpose machinery mfg,2008,"1,111,174"
Virginia,334,Computer & electronic product mfg,2008,"4,678,056"
Virginia,3342,Communications equipment mfg,2008,"819,494"
Virginia,3344,Semiconductor & other electronic component mfg,2008,"1,463,818"
Virginia,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"2,112,735"
Virginia,335,"Electrical equipment, appliance, & component mfg",2008,"2,908,385"
Virginia,3353,Electrical equipment mfg,2008,"1,893,458"
Virginia,3359,Other electrical equipment & component mfg,2008,"687,156"
Virginia,336,Transportation equipment mfg,2008,"9,011,968"
Virginia,3361,Motor vehicle mfg,2008,D
Virginia,3362,Motor vehicle body & trailer mfg,2008,"430,941"
Virginia,3363,Motor vehicle parts mfg,2008,D
Virginia,3364,Aerospace product & parts mfg,2008,"589,438"
Virginia,3366,Ship & boat building,2008,"4,418,372"
Virginia,337,Furniture & related product mfg,2008,"2,090,629"
Virginia,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"1,345,114"
Virginia,3372,Office furniture (including fixtures) mfg,2008,"254,791"
Virginia,339,Miscellaneous mfg,2008,"1,637,931"
Virginia,3391,Medical equipment & supplies mfg,2008,"642,753"
Virginia,3399,Other miscellaneous mfg,2008,"995,178"
Washington,31-33,Manufacturing,2008,"111,076,760"
Washington,311,Food mfg,2008,"10,963,808"
Washington,3114,Fruit & vegetable preserving & specialty food mfg,2008,"2,947,289"
Washington,3115,Dairy product mfg,2008,"1,001,255"
Washington,3116,Animal  slaughtering & processing,2008,"1,775,895"
Washington,3117,Seafood product preparation & packaging,2008,"1,784,506"
Washington,3118,Bakeries & tortilla mfg,2008,"1,132,353"
Washington,3119,Other food mfg,2008,"1,384,911"
Washington,312,Beverage & tobacco product mfg,2008,"1,379,917"
Washington,3121,Beverage mfg,2008,"1,379,917"
Washington,314,Textile product mills,2008,"308,205"
Washington,3149,Other textile product mills,2008,"276,431"
Washington,321,Wood product mfg,2008,"3,781,501"
Washington,3211,Sawmills & wood preservation,2008,"2,138,735"
Washington,3212,"Veneer, plywood, & engineered wood product mfg",2008,"558,299"
Washington,3219,Other wood product mfg,2008,"1,084,467"
Washington,322,Paper mfg,2008,"5,544,051"
Washington,3221,"Pulp, paper, & paperboard mills",2008,"3,834,733"
Washington,3222,Converted paper product mfg,2008,"1,709,318"
Washington,323,Printing & related support activities,2008,"1,206,879"
Washington,3231,Printing & related support activities,2008,"1,206,879"
Washington,324,Petroleum & coal products mfg,2008,"23,070,403"
Washington,3241,Petroleum & coal products mfg,2008,"23,070,403"
Washington,325,Chemical mfg,2008,"2,479,370"
Washington,3251,Basic chemical mfg,2008,"736,389"
Washington,3254,Pharmaceutical & medicine mfg,2008,"637,968"
Washington,326,Plastics & rubber products mfg,2008,"2,309,440"
Washington,3261,Plastics product mfg,2008,"2,229,994"
Washington,327,Nonmetallic mineral product mfg,2008,"2,252,116"
Washington,3272,Glass & glass product mfg,2008,"573,873"
Washington,3273,Cement & concrete product mfg,2008,"1,182,056"
Washington,331,Primary metal mfg,2008,"2,905,896"
Washington,3313,Alumina & aluminum production & processing,2008,D
Washington,3314,Nonferrous metal (except aluminum) production & processing,2008,"636,657"
Washington,3315,Foundries,2008,S
Washington,332,Fabricated metal product mfg,2008,"4,600,724"
Washington,3323,Architectural & structural metals mfg,2008,"1,657,029"
Washington,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"1,008,085"
Washington,3328,"Coating, engraving, heat treating, & allied activities",2008,"739,215"
Washington,3329,Other fabricated metal product mfg,2008,"494,148"
Washington,333,Machinery mfg,2008,"5,643,643"
Washington,3331,"Agriculture, construction, & mining machinery mfg",2008,"450,765"
Washington,3332,Industrial machinery mfg,2008,"855,034"
Washington,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"341,817"
Washington,3335,Metalworking machinery mfg,2008,"309,201"
Washington,3339,Other general purpose machinery mfg,2008,"3,437,818"
Washington,334,Computer & electronic product mfg,2008,"7,020,833"
Washington,3341,Computer & peripheral equipment mfg,2008,"1,100,483"
Washington,3342,Communications equipment mfg,2008,"523,161"
Washington,3344,Semiconductor & other electronic component mfg,2008,"2,257,498"
Washington,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"2,836,680"
Washington,335,"Electrical equipment, appliance, & component mfg",2008,"905,485"
Washington,336,Transportation equipment mfg,2008,"33,365,856"
Washington,3363,Motor vehicle parts mfg,2008,"497,077"
Washington,3364,Aerospace product & parts mfg,2008,D
Washington,3366,Ship & boat building,2008,"1,299,993"
Washington,337,Furniture & related product mfg,2008,"1,191,569"
Washington,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"662,673"
Washington,3372,Office furniture (including fixtures) mfg,2008,"308,609"
Washington,339,Miscellaneous mfg,2008,"1,792,901"
Washington,3391,Medical equipment & supplies mfg,2008,"607,016"
Washington,3399,Other miscellaneous mfg,2008,"1,185,885"
West Virginia,31-33,Manufacturing,2008,"26,224,933"
West Virginia,311,Food mfg,2008,"720,872"
West Virginia,3116,Animal  slaughtering & processing,2008,D
West Virginia,3118,Bakeries & tortilla mfg,2008,"141,048"
West Virginia,321,Wood product mfg,2008,"1,522,403"
West Virginia,3211,Sawmills & wood preservation,2008,"542,167"
West Virginia,3219,Other wood product mfg,2008,"653,449"
West Virginia,323,Printing & related support activities,2008,"405,787"
West Virginia,3231,Printing & related support activities,2008,"405,787"
West Virginia,325,Chemical mfg,2008,"9,352,688"
West Virginia,3251,Basic chemical mfg,2008,"3,589,312"
West Virginia,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"3,506,995"
West Virginia,3254,Pharmaceutical & medicine mfg,2008,D
West Virginia,326,Plastics & rubber products mfg,2008,"754,091"
West Virginia,3261,Plastics product mfg,2008,"594,982"
West Virginia,327,Nonmetallic mineral product mfg,2008,"917,139"
West Virginia,3271,Clay product & refractory mfg,2008,"265,892"
West Virginia,3273,Cement & concrete product mfg,2008,"335,073"
West Virginia,331,Primary metal mfg,2008,"3,885,422"
