# File: steel_prod_process.csv
# Title: Crude steel production by country and process
# Units: Thousand tonnes
# Description: National steel production by process (Blast Furnace and Electric Arc Furnace)
# Source: World Steel Association Statistical Year books
# Column types: cinnc
# ----------
country_name,year,BLASTFUR,EAF,unit_prod
Saudi Arabia,2008,0,4670,thousand tons
Singapore,2008,0,764,thousand tons
El Salvador,2008,0,71,thousand tons
Serbia,2008,1660,0,thousand tons
Slovakia,2008,4110,380,thousand tons
Slovenia,2008,0.1,641,thousand tons
Sweden,2008,3440,1757,thousand tons
Syrian Arab Republic,2008,0,70,thousand tons
Thailand,2008,0,5210,thousand tons
Trinidad and Tobago,2008,0,489,thousand tons
Tunisia,2008,0,82,thousand tons
Turkey,2008,7040,19730,thousand tons
Taiwan,2008,10100,9790,thousand tons
Ukraine,2008,35700,1572,thousand tons
Uruguay,2008,0.4,85.6,thousand tons
United States of America,2008,39100,52800,thousand tons
Uzbekistan,2008,102,580,thousand tons
Venezuela,2008,0,4220,thousand tons
Viet Nam,2008,0,2250,thousand tons
South Africa,2008,4500,3738,thousand tons
Angola,2008,0,1,thousand tons
Albania,2009,0.5,220.6,thousand tons
United Arab Emirates,2009,0,200,thousand tons
Argentina,2009,2170,1842,thousand tons
Australia,2009,4330,918,thousand tons
Austria,2009,5070,588,thousand tons
Azerbaijan,2009,0,120,thousand tons
Belgium,2009,3290,2340,thousand tons
Bangladesh,2009,0,70,thousand tons
Bulgaria,2009,0.3,725,thousand tons
Bosnia and Herzegovina,2009,517,2.102,thousand tons
Belarus,2009,61,2354,thousand tons
Brazil,2009,20200,6350,thousand tons
Canada,2009,5340,3959,thousand tons
Switzerland,2009,0.5,934,thousand tons
Chile,2009,968,340.6,thousand tons
China,2009,521000,55790,thousand tons
Colombia,2009,309,742,thousand tons
Cuba,2009,0.1,267.1,thousand tons
Czech Republic,2009,4250,339,thousand tons
Germany,2009,21300,11340,thousand tons
Denmark,2009,0,0,thousand tons
Dominican Republic,2009,0,0,thousand tons
Algeria,2009,597,0,thousand tons
Ecuador,2009,0,259.3,thousand tons
Egypt,2009,841,4700,thousand tons
Spain,2009,3090,11270,thousand tons
Estonia,2009,0,0,thousand tons
Finland,2009,2220,846,thousand tons
France,2009,7680,5160,thousand tons
United Kingdom,2009,7950,2123,thousand tons
Ghana,2009,0,25,thousand tons
Greece,2009,0,2000,thousand tons
Guatemala,2009,0,223.8,thousand tons
Croatia,2009,0.3,42.7,thousand tons
Hungary,2009,1270,131.9,thousand tons
Indonesia,2009,0,3500,thousand tons
India,2009,23400,40130,thousand tons
Ireland,2009,0,0,thousand tons
"Iran, Islamic Republic of",2009,1990,8920,thousand tons
Israel,2009,0,300,thousand tons
Italy,2009,5810,14040,thousand tons
Jordan,2009,0,150,thousand tons
Japan,2009,68300,19220,thousand tons
Kazakhstan,2009,3280,863,thousand tons
Kenya,2009,0,20,thousand tons
"Korea, Republic of",2009,27700,21000,thousand tons
Libyan Arab Jamahiriya,2009,0.1,914,thousand tons
Sri Lanka,2009,0,30,thousand tons
Luxembourg,2009,0,2142,thousand tons
Latvia,2009,692,0,thousand tons
Morocco,2009,0.2,499,thousand tons
"Moldova, Republic of",2009,0,426,thousand tons
Mexico,2009,4340,9790,thousand tons
"Macedonia, the former Yugoslav Republic of",2009,0,270.5,thousand tons
Myanmar,2009,0,25,thousand tons
Montenegro,2009,0,130,thousand tons
Malaysia,2009,0,5350,thousand tons
Nigeria,2009,0,100,thousand tons
Netherlands,2009,5130,60.1,thousand tons
Norway,2009,0,595,thousand tons
New Zealand,2009,532,232.8,thousand tons
Oman,2009,0,0,thousand tons
Pakistan,2009,619,580,thousand tons
Peru,2009,0.3,717,thousand tons
Philippines,2009,0,824,thousand tons
Poland,2009,3240,3890,thousand tons
"Korea, Democratic Peoples Republic of",2009,1300,0,thousand tons
Portugal,2009,0,1614,thousand tons
Paraguay,2009,54,0,thousand tons
Qatar,2009,0,1448,thousand tons
Romania,2009,1790,971,thousand tons
Russian Federation,2009,43900,16160,thousand tons
Saudi Arabia,2009,0,4690,thousand tons
Singapore,2009,0.4,663,thousand tons
El Salvador,2009,0.2,55.8,thousand tons
Serbia,2009,1060,0,thousand tons
Slovakia,2009,3540,203.9,thousand tons
Slovenia,2009,0,430,thousand tons
Sweden,2009,1840,966,thousand tons
Syrian Arab Republic,2009,0,70,thousand tons
Thailand,2009,0,3645,thousand tons
Trinidad and Tobago,2009,0,417,thousand tons
Tunisia,2009,0,155.2,thousand tons
Turkey,2009,7560,17780,thousand tons
Taiwan,2009,8150,7660,thousand tons
Ukraine,2009,28500,1338,thousand tons
Uruguay,2009,0.5,56.5,thousand tons
United States of America,2009,22700,36680,thousand tons
Uzbekistan,2009,90,626,thousand tons
Venezuela,2009,0,3804,thousand tons
Viet Nam,2009,0,2698,thousand tons
South Africa,2009,3950,3527,thousand tons
Angola,2009,0,1,thousand tons
Albania,2010,0.4,390,thousand tons
United Arab Emirates,2010,0,500,thousand tons
Argentina,2010,2600,2538,thousand tons
Australia,2010,6070,1229,thousand tons
Austria,2010,6570,637,thousand tons
Azerbaijan,2010,0,120,thousand tons
Belgium,2010,5180,2800,thousand tons
Bangladesh,2010,0,78.2,thousand tons
Bulgaria,2010,0,737,thousand tons
Bosnia and Herzegovina,2010,592,0,thousand tons
Belarus,2010,30,2500,thousand tons
Brazil,2010,25100,7810,thousand tons
Canada,2010,7650,5360,thousand tons
Switzerland,2010,0,1320,thousand tons
Chile,2010,647,364.4,thousand tons
China,2010,572000,66320,thousand tons
Colombia,2010,340,867,thousand tons
Cuba,2010,0,277.7,thousand tons
Czech Republic,2010,4760,418,thousand tons
Germany,2010,30600,13210,thousand tons
Denmark,2010,0,0,thousand tons
Dominican Republic,2010,0,0,thousand tons
Algeria,2010,662,0,thousand tons
Ecuador,2010,0,372.3,thousand tons
Egypt,2010,601,6080,thousand tons
Spain,2010,3840,12500,thousand tons
Estonia,2010,0,0,thousand tons
Finland,2010,2760,1264,thousand tons
France,2010,9810,5600,thousand tons
United Kingdom,2010,7320,2390,thousand tons
Ghana,2010,0,25,thousand tons
Greece,2010,0,1821,thousand tons
Guatemala,2010,0,273.8,thousand tons
Croatia,2010,0.4,94.6,thousand tons
Hungary,2010,1590,91.9,thousand tons
Indonesia,2010,0,3659,thousand tons
India,2010,23900,45000,thousand tons
Ireland,2010,0,0,thousand tons
"Iran, Islamic Republic of",2010,2150,9840,thousand tons
Israel,2010,0,300,thousand tons
Italy,2010,8590,17160,thousand tons
Jordan,2010,0,150,thousand tons
Japan,2010,85800,23850,thousand tons
Kazakhstan,2010,3290,926,thousand tons
Kenya,2010,0,20,thousand tons
"Korea, Republic of",2010,34100,24800,thousand tons
Libyan Arab Jamahiriya,2010,0,825,thousand tons
Sri Lanka,2010,0,30,thousand tons
Luxembourg,2010,0,2550,thousand tons
Latvia,2010,655,0,thousand tons
Morocco,2010,0.1,485,thousand tons
"Moldova, Republic of",2010,0,239.8,thousand tons
Mexico,2010,5160,11710,thousand tons
"Macedonia, the former Yugoslav Republic of",2010,0.1,291.4,thousand tons
Myanmar,2010,0,25,thousand tons
Montenegro,2010,0,130,thousand tons
Malaysia,2010,0,5700,thousand tons
Nigeria,2010,0,100,thousand tons
Netherlands,2010,6520,127.6,thousand tons
Norway,2010,0,530,thousand tons
New Zealand,2010,620,232.8,thousand tons
Oman,2010,0,0,thousand tons
Pakistan,2010,401,1000,thousand tons
Peru,2010,0,880,thousand tons
Philippines,2010,0,1050,thousand tons
Poland,2010,4000,4000,thousand tons
"Korea, Democratic Peoples Republic of",2010,1300,0,thousand tons
Portugal,2010,0,1543,thousand tons
Paraguay,2010,59,0,thousand tons
Qatar,2010,0,1973,thousand tons
Romania,2010,1990,1731,thousand tons
Russian Federation,2010,49000,17950,thousand tons
Saudi Arabia,2010,0,5010,thousand tons
Singapore,2010,0,728,thousand tons
El Salvador,2010,0,64,thousand tons
Serbia,2010,1250,0,thousand tons
Slovakia,2010,4240,339,thousand tons
Slovenia,2010,0,607,thousand tons
Sweden,2010,3330,1516,thousand tons
Syrian Arab Republic,2010,0,70,thousand tons
Thailand,2010,0,4145,thousand tons
Trinidad and Tobago,2010,0.4,571,thousand tons
Tunisia,2010,0,150,thousand tons
Turkey,2010,8240,20890,thousand tons
Taiwan,2010,10400,9360,thousand tons
Ukraine,2010,31900,1500,thousand tons
Uruguay,2010,0,65,thousand tons
United States of America,2010,31200,49300,thousand tons
Uzbekistan,2010,86,630,thousand tons
Venezuela,2010,0,2210,thousand tons
Viet Nam,2010,0,4320,thousand tons
South Africa,2010,4370,3250,thousand tons
Angola,2010,0,1,thousand tons
Albania,2011,0.4,463,thousand tons
United Arab Emirates,2011,0,2000,thousand tons
Argentina,2011,2850,2764,thousand tons
Australia,2011,5150,1254,thousand tons
Austria,2011,6790,689,thousand tons
Azerbaijan,2011,0,120,thousand tons
Belgium,2011,5250,2770,thousand tons
Bangladesh,2011,0.2,84.8,thousand tons
Bulgaria,2011,0.5,834,thousand tons
Bosnia and Herzegovina,2011,649,0,thousand tons
Belarus,2011,14,2602,thousand tons
Brazil,2011,27000,8240,thousand tons
Canada,2011,7480,5410,thousand tons
Switzerland,2011,0,1400,thousand tons
Chile,2011,1190,424,thousand tons
China,2011,631000,70950,thousand tons
Colombia,2011,301,986,thousand tons
Cuba,2011,0,281.7,thousand tons
Czech Republic,2011,5130,455,thousand tons
Germany,2011,30100,14200,thousand tons
Denmark,2011,0,0,thousand tons
Dominican Republic,2011,0,0,thousand tons
Algeria,2011,551,0,thousand tons
Ecuador,2011,0,463,thousand tons
Egypt,2011,545,5940,thousand tons
Spain,2011,3840,11660,thousand tons
Estonia,2011,0,0,thousand tons
Finland,2011,2700,1286,thousand tons
France,2011,9650,6130,thousand tons
United Kingdom,2011,6950,2530,thousand tons
Ghana,2011,0,25,thousand tons
Greece,2011,0,1931,thousand tons
Guatemala,2011,0.3,293.5,thousand tons
Croatia,2011,0.5,95.5,thousand tons
Hungary,2011,1570,175.8,thousand tons
Indonesia,2011,0,3619,thousand tons
India,2011,24000,49500,thousand tons
Ireland,2011,0,0,thousand tons
"Iran, Islamic Republic of",2011,2300,10900,thousand tons
Israel,2011,0,300,thousand tons
Italy,2011,9890,18890,thousand tons
Jordan,2011,0,150,thousand tons
Japan,2011,82700,24900,thousand tons
Kazakhstan,2011,3640,1063,thousand tons
Kenya,2011,0,20,thousand tons
"Korea, Republic of",2011,42100,26400,thousand tons
Libyan Arab Jamahiriya,2011,0,100,thousand tons
Sri Lanka,2011,0,30,thousand tons
Luxembourg,2011,0,2520,thousand tons
Latvia,2011,0,568,thousand tons
Morocco,2011,0.3,654,thousand tons
"Moldova, Republic of",2011,0.3,313,thousand tons
Mexico,2011,5070,13040,thousand tons
"Macedonia, the former Yugoslav Republic of",2011,0,386,thousand tons
Myanmar,2011,0,25,thousand tons
Montenegro,2011,0,140,thousand tons
Malaysia,2011,0,5950,thousand tons
Nigeria,2011,0,100,thousand tons
Netherlands,2011,6760,172.2,thousand tons
Norway,2011,0,610,thousand tons
New Zealand,2011,611,232.8,thousand tons
Oman,2011,0,200,thousand tons
Pakistan,2011,352,1240,thousand tons
Peru,2011,0.2,876,thousand tons
Philippines,2011,0,1200,thousand tons
Poland,2011,4420,4360,thousand tons
"Korea, Democratic Peoples Republic of",2011,1300,0,thousand tons
Portugal,2011,0,1944,thousand tons
Paraguay,2011,30,0,thousand tons
Qatar,2011,0,2039,thousand tons
Romania,2011,1880,1948,thousand tons
Russian Federation,2011,50400,18520,thousand tons
Saudi Arabia,2011,0,5280,thousand tons
Singapore,2011,0.4,751,thousand tons
El Salvador,2011,0,97,thousand tons
Serbia,2011,1320,0,thousand tons
Slovakia,2011,3860,380,thousand tons
Slovenia,2011,0.4,648,thousand tons
Sweden,2011,3190,1675,thousand tons
Syrian Arab Republic,2011,0,70,thousand tons
Thailand,2011,0,4240,thousand tons
Trinidad and Tobago,2011,0,604,thousand tons
Tunisia,2011,0,150,thousand tons
Turkey,2011,8830,25290,thousand tons
Taiwan,2011,10300,9880,thousand tons
Ukraine,2011,33800,1576,thousand tons
Uruguay,2011,0.2,80.8,thousand tons
United States of America,2011,34300,52100,thousand tons
Uzbekistan,2011,83,650,thousand tons
Venezuela,2011,0,2985,thousand tons
Viet Nam,2011,0,4900,thousand tons
South Africa,2011,3990,3553,thousand tons
Angola,2011,0,1,thousand tons
Albania,2012,0,500,thousand tons
United Arab Emirates,2012,0,2408,thousand tons
Argentina,2012,2210,2777,thousand tons
Australia,2012,3780,1116,thousand tons
Austria,2012,6750,675,thousand tons
Azerbaijan,2012,0,120,thousand tons
Belgium,2012,4650,2660,thousand tons
Bangladesh,2012,0,87.3,thousand tons
Bulgaria,2012,0.2,632,thousand tons
Bosnia and Herzegovina,2012,700,0,thousand tons
Belarus,2012,0,2690,thousand tons
Brazil,2012,26400,8090,thousand tons
Canada,2012,7810,5690,thousand tons
Switzerland,2012,0,1450,thousand tons
Chile,2012,1190,484,thousand tons
China,2012,666000,64840,thousand tons
Colombia,2012,345,957,thousand tons
Cuba,2012,0,277.5,thousand tons
Czech Republic,2012,4700,371,thousand tons
Germany,2012,28900,13790,thousand tons
Denmark,2012,0,0,thousand tons
Dominican Republic,2012,0,0,thousand tons
Algeria,2012,557,0,thousand tons
Ecuador,2012,0,425,thousand tons
Egypt,2012,527,6100,thousand tons
Spain,2012,3420,10220,thousand tons
Estonia,2012,0,0,thousand tons
Finland,2012,2300,1460,thousand tons
France,2012,9510,6100,thousand tons
United Kingdom,2012,7520,2054,thousand tons
Ghana,2012,0,25,thousand tons
Greece,2012,0,1247,thousand tons
Guatemala,2012,0.5,333,thousand tons
Croatia,2012,0,1,thousand tons
Hungary,2012,1490,53.8,thousand tons
Indonesia,2012,0,2251,thousand tons
India,2012,24900,52400,thousand tons
Ireland,2012,0,0,thousand tons
"Iran, Islamic Republic of",2012,2160,12300,thousand tons
Israel,2012,0,300,thousand tons
Italy,2012,9310,17890,thousand tons
Jordan,2012,0,150,thousand tons
Japan,2012,82300,24920,thousand tons
Kazakhstan,2012,2900,772,thousand tons
Kenya,2012,0,20,thousand tons
"Korea, Republic of",2012,43100,26000,thousand tons
Libyan Arab Jamahiriya,2012,0,314.6,thousand tons
Sri Lanka,2012,0,30,thousand tons
Luxembourg,2012,0,2212,thousand tons
Latvia,2012,0.2,805,thousand tons
Morocco,2012,0,539,thousand tons
"Moldova, Republic of",2012,0.4,335,thousand tons
Mexico,2012,4990,13080,thousand tons
"Macedonia, the former Yugoslav Republic of",2012,0,217.4,thousand tons
Myanmar,2012,0,25,thousand tons
Montenegro,2012,0,120,thousand tons
Malaysia,2012,0,5620,thousand tons
Nigeria,2012,0,100,thousand tons
Netherlands,2012,6740,140.8,thousand tons
Norway,2012,0,700,thousand tons
New Zealand,2012,626,286.8,thousand tons
Oman,2012,0,300,thousand tons
Pakistan,2012,201,1433,thousand tons
Peru,2012,0.1,980,thousand tons
Philippines,2012,0.4,1259,thousand tons
Poland,2012,4230,4130,thousand tons
"Korea, Democratic Peoples Republic of",2012,1280,0,thousand tons
Portugal,2012,0,1962,thousand tons
Paraguay,2012,44,0,thousand tons
Qatar,2012,0,2145,thousand tons
Romania,2012,1700,1591,thousand tons
Russian Federation,2012,49400,20760,thousand tons
Saudi Arabia,2012,0,5200,thousand tons
Singapore,2012,0.5,687,thousand tons
El Salvador,2012,0,72.3,thousand tons
Serbia,2012,346,0,thousand tons
Slovakia,2012,4020,381,thousand tons
Slovenia,2012,0.1,632,thousand tons
Sweden,2012,2880,1443,thousand tons
Syrian Arab Republic,2012,0,10,thousand tons
Thailand,2012,0,3329,thousand tons
Trinidad and Tobago,2012,0,628,thousand tons
Tunisia,2012,0,150,thousand tons
Turkey,2012,9320,26600,thousand tons
Taiwan,2012,11100,9570,thousand tons
Ukraine,2012,31000,1986,thousand tons
Uruguay,2012,0.4,77.6,thousand tons
United States of America,2012,36300,52400,thousand tons
Uzbekistan,2012,0,737,thousand tons
Venezuela,2012,0,2356,thousand tons
Viet Nam,2012,0,5300,thousand tons
South Africa,2012,3900,3038,thousand tons
Angola,2012,0,1,thousand tons
Albania,2013,0,550,thousand tons
United Arab Emirates,2013,0,2881,thousand tons
Argentina,2013,2530,2657,thousand tons
Australia,2013,3640,1045,thousand tons
Austria,2013,7290,664,thousand tons
Azerbaijan,2013,0,172.5,thousand tons
Belgium,2013,4740,2390,thousand tons
Bangladesh,2013,0.5,83.5,thousand tons
Bulgaria,2013,0.2,523,thousand tons
Bosnia and Herzegovina,2013,721,1,thousand tons
Belarus,2013,0,2248,thousand tons
Brazil,2013,25600,8570,thousand tons
Canada,2013,6850,5560,thousand tons
Switzerland,2013,0,1530,thousand tons
Chile,2013,865,458,thousand tons
China,2013,774000,48420,thousand tons
Colombia,2013,323,913,thousand tons
Cuba,2013,0,322.3,thousand tons
Czech Republic,2013,4800,366,thousand tons
Germany,2013,29200,13460,thousand tons
Denmark,2013,0,0,thousand tons
Dominican Republic,2013,0,0,thousand tons
Algeria,2013,417,0,thousand tons
Ecuador,2013,0,570,thousand tons
Egypt,2013,539,6210,thousand tons
Spain,2013,4210,10040,thousand tons
Estonia,2013,0,0,thousand tons
Finland,2013,2220,1300,thousand tons
France,2013,10200,5490,thousand tons
United Kingdom,2013,9920,1945,thousand tons
Ghana,2013,0,25,thousand tons
Greece,2013,0,1030,thousand tons
Guatemala,2013,0.2,384.4,thousand tons
Croatia,2013,0,135.1,thousand tons
Hungary,2013,744,139,thousand tons
Indonesia,2013,0,2645,thousand tons
India,2013,34900,46400,thousand tons
Ireland,2013,0,0,thousand tons
"Iran, Islamic Republic of",2013,2010,13420,thousand tons
Israel,2013,0,300,thousand tons
Italy,2013,6800,17300,thousand tons
Jordan,2013,0,150,thousand tons
Japan,2013,85700,24920,thousand tons
Kazakhstan,2013,3010,265.8,thousand tons
Kenya,2013,0,20,thousand tons
"Korea, Republic of",2013,40300,25800,thousand tons
Libyan Arab Jamahiriya,2013,0,713,thousand tons
Sri Lanka,2013,0,30,thousand tons
Luxembourg,2013,0,2090,thousand tons
Latvia,2013,0,198.3,thousand tons
Morocco,2013,0,558,thousand tons
"Moldova, Republic of",2013,0.2,189.7,thousand tons
Mexico,2013,5360,12880,thousand tons
"Macedonia, the former Yugoslav Republic of",2013,0.3,99.7,thousand tons
Myanmar,2013,0,30,thousand tons
Montenegro,2013,0,70,thousand tons
Malaysia,2013,0,4700,thousand tons
Nigeria,2013,0,100,thousand tons
Netherlands,2013,6580,131.9,thousand tons
Norway,2013,0,605,thousand tons
New Zealand,2013,611,289.3,thousand tons
Oman,2013,0,500,thousand tons
Pakistan,2013,165,1683,thousand tons
Peru,2013,0,1070,thousand tons
Philippines,2013,0.2,1308,thousand tons
Poland,2013,4400,3550,thousand tons
"Korea, Democratic Peoples Republic of",2013,1250,0,thousand tons
Portugal,2013,0,2052,thousand tons
Paraguay,2013,45,0,thousand tons
Qatar,2013,0,2237,thousand tons
Romania,2013,1830,1155,thousand tons
Russian Federation,2013,49000,20000,thousand tons
Saudi Arabia,2013,0,5470,thousand tons
Singapore,2013,0.3,434,thousand tons
El Salvador,2013,0,118.4,thousand tons
Serbia,2013,396,0,thousand tons
Slovakia,2013,4170,339,thousand tons
Slovenia,2013,0.1,618,thousand tons
Sweden,2013,2990,1418,thousand tons
Syrian Arab Republic,2013,0,10,thousand tons
Thailand,2013,0,3579,thousand tons
Trinidad and Tobago,2013,0.2,616,thousand tons
Tunisia,2013,0,150,thousand tons
Turkey,2013,9930,24710,thousand tons
Taiwan,2013,12500,9800,thousand tons
Ukraine,2013,30800,1954,thousand tons
Uruguay,2013,0.1,90.9,thousand tons
United States of America,2013,34200,52700,thousand tons
Uzbekistan,2013,0,746,thousand tons
Venezuela,2013,0,2143,thousand tons
Viet Nam,2013,821,4660,thousand tons
South Africa,2013,4270,2894,thousand tons
Angola,2013,0,1,thousand tons
Albania,2014,0,560,thousand tons
United Arab Emirates,2014,0,2394,thousand tons
Argentina,2014,2750,2738,thousand tons
Australia,2014,3570,1034,thousand tons
Austria,2014,7180,691,thousand tons
Azerbaijan,2014,0,180.2,thousand tons
Belgium,2014,4950,2380,thousand tons
Bangladesh,2014,0,90,thousand tons
Bulgaria,2014,0,612,thousand tons
Bosnia and Herzegovina,2014,793,0,thousand tons
Belarus,2014,0,2514,thousand tons
Brazil,2014,26000,7880,thousand tons
Canada,2014,7720,5010,thousand tons
Switzerland,2014,0,1475,thousand tons
Chile,2014,697,382.8,thousand tons
China,2014,768000,54320,thousand tons
Colombia,2014,298,911,thousand tons
Cuba,2014,0,256.5,thousand tons
Czech Republic,2014,5010,354,thousand tons
Germany,2014,29900,13060,thousand tons
Denmark,2014,0,0,thousand tons
Dominican Republic,2014,0,0,thousand tons
Algeria,2014,415,0,thousand tons
Ecuador,2014,0,667,thousand tons
Egypt,2014,515,5970,thousand tons
Spain,2014,4210,10040,thousand tons
Estonia,2014,0,0,thousand tons
Finland,2014,2540,1265,thousand tons
France,2014,10600,5500,thousand tons
United Kingdom,2014,10100,1950,thousand tons
Ghana,2014,0,25,thousand tons
Greece,2014,0,1022,thousand tons
Guatemala,2014,0.3,394.7,thousand tons
Croatia,2014,0,167.6,thousand tons
Hungary,2014,974,178,thousand tons
Indonesia,2014,1900,2526,thousand tons
India,2014,37100,50300,thousand tons
Ireland,2014,0,0,thousand tons
"Iran, Islamic Republic of",2014,2720,13570,thousand tons
Israel,2014,0,300,thousand tons
Italy,2014,6510,17200,thousand tons
Jordan,2014,0,150,thousand tons
Japan,2014,85000,25690,thousand tons
Kazakhstan,2014,3530,155.2,thousand tons
Kenya,2014,0,20,thousand tons
"Korea, Republic of",2014,47300,24200,thousand tons
Libyan Arab Jamahiriya,2014,0.3,712,thousand tons
Sri Lanka,2014,0,30,thousand tons
Luxembourg,2014,0,2195,thousand tons
Latvia,2014,0,0,thousand tons
Morocco,2014,0.1,501,thousand tons
"Moldova, Republic of",2014,0.2,351,thousand tons
Mexico,2014,5680,13280,thousand tons
"Macedonia, the former Yugoslav Republic of",2014,0,188.2,thousand tons
Myanmar,2014,0,35,thousand tons
Montenegro,2014,0,140,thousand tons
Malaysia,2014,0,4320,thousand tons
Nigeria,2014,0,100,thousand tons
Netherlands,2014,6840,125.5,thousand tons
Norway,2014,0,600,thousand tons
New Zealand,2014,595,264.4,thousand tons
Oman,2014,0,1500,thousand tons
Pakistan,2014,143,2277,thousand tons
Peru,2014,0,1078,thousand tons
Philippines,2014,0.1,1196,thousand tons
Poland,2014,5070,3500,thousand tons
"Korea, Democratic Peoples Republic of",2014,1250,0,thousand tons
Portugal,2014,0,2071,thousand tons
Paraguay,2014,47,0,thousand tons
Qatar,2014,0,3015,thousand tons
Romania,2014,1840,1314,thousand tons
Russian Federation,2014,49600,21890,thousand tons
Saudi Arabia,2014,0,6290,thousand tons
Singapore,2014,0,540,thousand tons
El Salvador,2014,0,121.4,thousand tons
Serbia,2014,583,0,thousand tons
Slovakia,2014,4340,362,thousand tons
Slovenia,2014,0,615,thousand tons
Sweden,2014,3100,1443,thousand tons
Syrian Arab Republic,2014,0,5,thousand tons
Thailand,2014,0,4093,thousand tons
Trinidad and Tobago,2014,0,487,thousand tons
Tunisia,2014,0,150,thousand tons
Turkey,2014,10300,23800,thousand tons
Taiwan,2014,13500,9580,thousand tons
Ukraine,2014,25500,1677,thousand tons
Uruguay,2014,0.4,93.6,thousand tons
United States of America,2014,33000,55200,thousand tons
Uzbekistan,2014,0,724,thousand tons
Venezuela,2014,0.2,1486,thousand tons
Viet Nam,2014,1460,4380,thousand tons
South Africa,2014,3620,2789,thousand tons
Angola,2014,0,1,thousand tons
Albania,2015,0,150,thousand tons
United Arab Emirates,2015,0,3001,thousand tons
Argentina,2015,2820,2209,thousand tons
Australia,2015,3800,1128,thousand tons
Austria,2015,7020,668,thousand tons
Azerbaijan,2015,0,180.2,thousand tons
Belgium,2015,4810,2450,thousand tons
Bangladesh,2015,0,100,thousand tons
Bulgaria,2015,0,543,thousand tons
Bosnia and Herzegovina,2015,819,0,thousand tons
Belarus,2015,0,2513,thousand tons
Brazil,2015,26500,6720,thousand tons
Canada,2015,6720,5760,thousand tons
Switzerland,2015,0,1475,thousand tons
Chile,2015,773,339.3,thousand tons
China,2015,756000,47470,thousand tons
Colombia,2015,241,970,thousand tons
Cuba,2015,0,284.3,thousand tons
Czech Republic,2015,4900,359,thousand tons
Germany,2015,30100,12620,thousand tons
Denmark,2015,0,0,thousand tons
Dominican Republic,2015,0,0,thousand tons
Algeria,2015,650,0,thousand tons
Ecuador,2015,0.3,720,thousand tons
Egypt,2015,576,4930,thousand tons
Spain,2015,4700,10140,thousand tons
Estonia,2015,0,0,thousand tons
Finland,2015,2620,1365,thousand tons
France,2015,9820,5160,thousand tons
United Kingdom,2015,9050,1857,thousand tons
Ghana,2015,0,25,thousand tons
Greece,2015,0,910,thousand tons
Guatemala,2015,0.4,402.6,thousand tons
Croatia,2015,0.5,121.5,thousand tons
Hungary,2015,1510,168,thousand tons
Indonesia,2015,2720,2132,thousand tons
India,2015,38200,50800,thousand tons
Ireland,2015,0,0,thousand tons
"Iran, Islamic Republic of",2015,2410,13700,thousand tons
Israel,2015,0,300,thousand tons
Italy,2015,4790,17230,thousand tons
Jordan,2015,0,150,thousand tons
Japan,2015,81100,24020,thousand tons
Kazakhstan,2015,3620,289.6,thousand tons
Kenya,2015,0,20,thousand tons
"Korea, Republic of",2015,48500,21200,thousand tons
Libyan Arab Jamahiriya,2015,0.2,351.4,thousand tons
Sri Lanka,2015,0,30,thousand tons
Luxembourg,2015,0,2126,thousand tons
Latvia,2015,0,0,thousand tons
Morocco,2015,0.1,516,thousand tons
"Moldova, Republic of",2015,0,443,thousand tons
Mexico,2015,4980,13280,thousand tons
"Macedonia, the former Yugoslav Republic of",2015,0,121.3,thousand tons
Myanmar,2015,0,35,thousand tons
Montenegro,2015,0,150,thousand tons
Malaysia,2015,0,3788,thousand tons
Nigeria,2015,0,100,thousand tons
Netherlands,2015,6890,107.2,thousand tons
Norway,2015,0,590,thousand tons
New Zealand,2015,583,210.4,thousand tons
Oman,2015,0,2000,thousand tons
Pakistan,2015,182,2710,thousand tons
Peru,2015,0.4,1082,thousand tons
Philippines,2015,0,968,thousand tons
Poland,2015,5320,3880,thousand tons
"Korea, Democratic Peoples Republic of",2015,1250,0,thousand tons
Portugal,2015,0,2033,thousand tons
Paraguay,2015,48,0,thousand tons
Qatar,2015,0,2592,thousand tons
Romania,2015,2250,1100,thousand tons
Russian Federation,2015,49300,21610,thousand tons
Saudi Arabia,2015,0,5220,thousand tons
Singapore,2015,0,501,thousand tons
El Salvador,2015,0.1,123.9,thousand tons
Serbia,2015,955,0,thousand tons
Slovakia,2015,4240,326,thousand tons
Slovenia,2015,0,604,thousand tons
Sweden,2015,2890,1668,thousand tons
Syrian Arab Republic,2015,0,5,thousand tons
Thailand,2015,0,3722,thousand tons
Trinidad and Tobago,2015,0,591,thousand tons
Tunisia,2015,0,50,thousand tons
Turkey,2015,11000,20450,thousand tons
Taiwan,2015,13300,8070,thousand tons
Ukraine,2015,21700,1293,thousand tons
Uruguay,2015,0,97.5,thousand tons
United States of America,2015,29400,49500,thousand tons
Uzbekistan,2015,0,643,thousand tons
Venezuela,2015,0,1343,thousand tons
Viet Nam,2015,2270,3381,thousand tons
South Africa,2015,3910,2512,thousand tons
Angola,2015,0,1,thousand tons
Austria,2016,6766,672,thousand tons
Belgium,2016,5330,2357,thousand tons
Bulgaria,2016,0,527,thousand tons
Croatia,2016,0,0,thousand tons
Czech Republic,2016,10316,295,thousand tons
Germany,2016,29486,12594,thousand tons
Finland,2016,2750,1350,thousand tons
France,2016,9527,4886,thousand tons
