PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,FKHTBTU8 ,FKCLBTU8 ,FKWTBTU8 ,FKCKBTU8 ,FKMSBTU8 ,DHHTBTU8 ,DHCLBTU8 ,DHWTBTU8 ,DHCKBTU8 ,DHMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
951,2,3,1750,2,3,15,1,1,2,2,2,2,1701.91,15,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
952,1,2,245000,8,4,8,1,1,1,2,2,2,3.55,114,2,26755157,0,0,0,0,                  ,                  ,                  ,                  ,                  
953,3,5,1600,2,3,25,1,2,2,2,2,2,3506.67,24,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
954,2,3,120000,7,5,5,1,1,2,2,2,2,221.64,16,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
955,3,7,10000,3,5,25,1,1,2,2,2,2,734.43,32,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
956,4,9,110000,7,5,14,1,2,2,2,1,2,173.27,43,1,                  ,                  ,                  ,                  ,                  ,9641071,0,939929,0,0
958,2,3,2100,2,4,15,1,1,2,2,2,2,1701.91,14,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
959,3,5,3200,2,6,6,1,2,2,2,2,2,2314.83,22,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
961,3,5,600000,9,8,18,1,1,1,2,2,2,95.78,21,1,0,0,0,0,83214,                  ,                  ,                  ,                  ,                  
962,2,4,54000,6,4,1,1,1,2,2,2,2,780.38,17,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
963,3,6,25000,4,3,1,2,2,2,2,2,2,746.1,29,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
967,3,5,33500,5,7,13,1,2,1,2,2,2,69.29,27,1,0,0,0,0,33979,                  ,                  ,                  ,                  ,                  
968,1,2,260000,8,2,18,1,1,1,2,2,2,1369.83,6,2,10244905,0,4130591,0,0,                  ,                  ,                  ,                  ,                  
969,2,3,380000,8,8,2,1,1,1,2,2,2,73.78,64,1,0,0,0,0,693,                  ,                  ,                  ,                  ,                  
971,3,5,42000,5,6,26,1,2,2,1,2,2,343.4,24,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
972,4,9,450000,8,4,2,1,1,1,2,2,2,51.21,83,1,0,0,0,0,98331,                  ,                  ,                  ,                  ,                  
973,2,3,88000,6,1,5,1,1,2,2,2,2,80.08,12,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
974,4,9,5000,2,4,2,1,1,2,2,2,2,2996.93,62,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
975,3,7,56000,6,7,8,1,1,1,2,2,2,308.22,32,1,0,0,0,0,34950,                  ,                  ,                  ,                  ,                  
978,1,2,225000,8,1,2,1,1,1,2,2,2,66.79,84,1,0,0,0,0,9570,                  ,                  ,                  ,                  ,                  
980,3,7,5000,2,5,6,1,2,2,2,2,2,2544.74,35,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
